Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-267.3658	-246.5328	-20.83297	4.062639	0.04481669	0.006146859	0.0656928	0.0570958	0.0801434	0.0207573	0.00701268	0.00731671	0.00382775	0.00833965	0.0911938	0.0268705	0.0551983	0.0330999	0.417196	0.109011	0.0172447	0.001031379	145.0758	0.45777	0.777348	1.08439	1.6805	0.228603	0.204718	0.153823	0.096615	0.142369	0.173871	0.007178238	0.1436813
11	0	-275.7682	-251.9076	-23.86061	1.863732	0.01020412	0.004561345	0.0329548	0.121821	0.193086	0.0686202	0.022862	0.0475816	0.0230006	0.00664288	0.0187715	0.00484992	0.0214794	0.116251	0.286277	0.00748195	0.02832	0.004158371	302.1493	0.276447	0.639694	1.06617	2.01769	0.303048	0.209318	0.0685311	0.0674108	0.188067	0.163625	0.008719716	0.476893
12	0	-262.1986	-248.436	-13.76258	1.524663	0.08838037	0.01837732	0.0166844	0.0637529	0.129913	0.0030678	0.0415434	0.00322313	0.04479	0.00651003	0.0206527	0.0142897	0.180969	0.0144037	0.275041	0.0858076	0.0993528	0.01945198	77.59043	0.229107	0.592611	1.05184	2.12644	0.3114	0.149962	0.145697	0.0775819	0.157546	0.157813	0.0378293	0.5142041
13	0	-264.4868	-252.9631	-11.52376	1.212822	0.1049258	0.03899537	0.203425	0.0623368	0.204542	0.0247407	0.0537768	0.0251236	0.0630626	0.0395033	0.0512648	0.0706276	0.0738878	0.00887335	0.0630205	0.00876761	0.0470484	0.0128712	56.47678	0.177369	0.532547	1.02793	2.26216	0.26844	0.209478	0.0846223	0.0958083	0.198258	0.143393	0.05186658	0.2481599
14	0	-268.8155	-256.1294	-12.68612	2.870501	0.1093124	0.03850113	0.00519242	0.0934138	0.0432311	0.10271	0.0531199	0.015498	0.0348674	0.104776	0.0479552	0.101878	0.0256076	0.130875	0.185492	0.00592629	0.0494571	0.005604085	72.39639	0.378989	0.724096	1.0818	1.81512	0.296446	0.215238	0.112849	0.0958126	0.13227	0.147385	0.04410521	0.1270617
15	0	-271.5839	-248.9888	-22.59504	2.897234	0.02961087	0.009250188	0.168921	0.0267428	0.108816	0.0235695	0.192588	0.0305003	0.0421744	0.0197717	0.00706596	0.0283433	0.0293931	0.0114567	0.222931	0.0758373	0.0118887	0.0489812	122.2292	0.381152	0.725675	1.08196	1.81121	0.285812	0.142664	0.130045	0.0863504	0.163418	0.191711	0.05823139	0.8411477
16	0	-259.2253	-251.6616	-7.563715	2.294771	0.09871137	0.05313467	0.0416783	1.63985e-05	0.15009	0.010428	0.0181784	0.0417005	0.0719754	0.0142343	0.111534	0.0713449	0.0603504	0.102988	0.15687	0.0865753	0.0620354	0.01923495	22.95263	0.326094	0.683096	1.07588	1.91493	0.278263	0.272087	0.0695426	0.074128	0.174125	0.131854	0.07236962	0.2657877
17	0	-265.2343	-245.461	-19.77334	4.010005	0.04524716	0.01025255	0.0255597	0.00364799	0.0451013	0.0402949	0.128692	0.00727611	0.097916	0.0171477	0.0440318	0.0235158	0.0322249	0.0748293	0.323888	0.128476	0.00739811	0.006282483	164.33	0.454911	0.775554	1.0844	1.68514	0.251761	0.193512	0.131444	0.0874147	0.236316	0.0995515	0.01653503	0.3799499
18	0	-267.2526	-253.2769	-13.97571	3.838003	0.06810236	0.008995088	0.0598293	0.0463043	0.0880189	0.018166	0.219252	0.0256233	0.0916368	0.00164489	0.11524	0.0906162	0.0176799	0.0322604	0.136904	0.0455374	0.0112863	0.04669939	38.57826	0.445235	0.769414	1.08439	1.70096	0.316917	0.132505	0.0667712	0.0878265	0.276738	0.119242	0.05569448	0.8384923
19	0	-259.8977	-246.6586	-13.23914	2.914715	0.1832582	0.01953528	0.0267177	0.0388378	0.303861	0.058541	0.179003	0.00734207	0.017474	0.00336413	0.0745995	0.0198119	0.0260404	0.096979	0.0211335	0.0557095	0.0705859	0.01953964	47.24778	0.382555	0.726694	1.08206	1.80869	0.296874	0.156878	0.145223	0.0989281	0.169507	0.132589	0.03907492	0.5000558
20	0	-263.1653	-242.5479	-20.61734	3.383041	0.04702971	0.01530799	0.0823293	0.0121401	0.239021	0.212754	0.0451853	0.0341824	0.0664185	0.0292108	0.0145792	0.00862259	0.00324988	0.0606324	0.11107	0.0458448	0.034759	0.008444864	142.9891	0.416883	0.750749	1.08385	1.74852	0.263708	0.227736	0.0930429	0.0861981	0.180935	0.148379	0.02375286	0.3555305
21	0	-262.5203	-247.9126	-14.60769	2.786002	0.07191616	0.02183337	0.0453692	0.0677946	0.24052	0.0789005	0.0655558	0.00269457	0.0312704	0.00164859	0.125122	0.00143245	0.0463877	0.100174	0.163712	0.0238089	0.00561003	0.002544939	102.0493	0.371998	0.718946	1.08123	1.82782	0.329636	0.178064	0.0989264	0.093231	0.183135	0.117007	0.02437831	0.1043936
22	0	-271.5062	-255.8494	-15.65677	1.910324	0.05055465	0.01984769	0.147924	0.0423332	0.00471605	0.00947099	0.0730667	0.0702491	0.0559297	0.0768746	0.0199808	0.0156014	0.0215055	0.0707998	0.209637	0.0407731	0.141138	0.004162366	109.7898	0.28233	0.645126	1.06757	2.00497	0.186586	0.274148	0.116957	0.0685074	0.205049	0.148753	0.02401006	0.1733593
23	0	-263.871	-253.7689	-10.10211	2.416949	0.05648197	0.06073699	0.0468138	0.0468448	0.142374	0.0286317	0.0027779	0.0981902	0.145593	0.0378983	0.0662887	0.00232215	0.0827527	0.0216331	0.0621702	0.074755	0.140954	0.009351064	29.75585	0.338439	0.693104	1.07762	1.89084	0.273179	0.198829	0.150236	0.081622	0.117085	0.179049	0.07008805	0.1334188
24	0	-271.5701	-253.5673	-18.00278	1.779972	0.03141004	0.007292444	0.021903	0.0447286	0.146307	0.0228536	0.113208	0.00708546	0.0564902	0.0117888	0.0767014	0.0248626	0.107441	0.0955856	0.0831439	0.0683971	0.119502	0.01715326	106.6284	0.265516	0.629372	1.06337	2.04175	0.242945	0.195529	0.117373	0.113589	0.202679	0.127885	0.0244457	0.7016881
25	0	-266.3738	-248.8019	-17.57198	4.704072	0.02396233	0.01140489	0.0383801	0.161653	0.0863467	0.0939825	0.038127	0.0355619	0.0693529	0.0174797	0.000594941	0.0196899	0.014345	0.0554517	0.264059	0.0111	0.0938762	0.005872025	88.84481	0.489302	0.796506	1.08378	1.63042	0.257028	0.333711	0.0706974	0.067515	0.124826	0.146222	0.01727692	0.3398769
26	0	-275.0932	-252.6766	-22.41659	5.093822	0.03568697	-0.005390436	0.0250037	0.0491062	0.0764264	0.0257482	0.0175058	0.00630022	0.096595	0.0345301	0.0147416	0.327395	0.0411514	0.0544707	0.0411511	0.0743552	0.115519	0.03650397	112.7961	0.505928	0.806174	1.08313	1.60476	0.282148	0.179026	0.150301	0.0765789	0.123609	0.188337	0.03111353	1.173251
27	0	-260.207	-249.5671	-10.63999	3.27506	0.09454139	0.0593568	0.0210517	0.24548	0.0982136	0.0017601	0.0467756	0.0284346	0.0371863	0.0262399	0.0985969	0.031879	0.0344163	0.165806	0.134286	0.0262105	0.00366323	0.03262398	29.1002	0.409482	0.745704	1.08357	1.76124	0.265746	0.237841	0.0589422	0.0931745	0.199366	0.144931	0.09198078	0.3546825
28	0	-267.6237	-247.0799	-20.54373	3.343327	0.01464091	0.01352362	0.0494213	0.0587842	0.0578453	0.00359527	0.0920968	0.00276307	0.0647625	0.0145657	0.0106175	0.0275408	0.120647	0.00677006	0.27422	0.092965	0.123405	0.001036126	184.2138	0.414194	0.748925	1.08376	1.75313	0.300276	0.217182	0.127101	0.0927944	0.145204	0.117443	0.01455975	0.07116374
29	0	-276.4416	-253.5095	-22.93213	3.850605	0.0308806	0.005941842	0.00856367	0.0182616	0.167922	0.18564	0.0215374	0.0692823	0.0672039	0.0316877	0.0574775	0.0158873	0.0109812	0.0119812	0.202122	0.0249981	0.106454	0.0006554663	220.2833	0.445962	0.769879	1.08439	1.69977	0.277606	0.198337	0.107237	0.113926	0.161951	0.140942	0.006597308	0.09935361
30	0	-254.3535	-246.0907	-8.262848	4.238495	0.1529543	0.0656659	0.0479183	0.0571608	0.12793	0.275419	0.048144	0.0167877	0.0679039	0.00353059	0.0279303	0.00593276	0.0035514	0.061828	0.0736616	0.046942	0.13536	0.007997783	20.26168	0.467003	0.783073	1.08429	1.66563	0.22701	0.253146	0.118597	0.0668021	0.156561	0.177883	0.07366368	0.1085716
31	0	-263.5307	-250.0406	-13.49006	6.07527	0.08169075	0.01824732	0.0423128	0.275918	0.0102195	0.0290647	0.0455698	0.0111701	0.186143	0.00319493	0.0355359	0.0471893	0.094273	0.0209065	0.180652	0.00986244	0.00798793	0.04259206	39.0061	0.541414	0.825884	1.08109	1.55161	0.265866	0.261697	0.0680015	0.0828874	0.161533	0.160014	0.06083939	0.7000738
32	0	-266.0082	-248.0442	-17.96395	5.283541	0.04515125	0.008154461	0.0676334	0.0796555	0.183142	0.124109	0.0266806	0.049964	0.0109794	0.0275139	0.0112718	0.0508849	0.0423527	0.011708	0.198073	0.0107738	0.105258	0.01037751	103.5256	0.513444	0.810451	1.08278	1.59333	0.252433	0.215727	0.0826461	0.105043	0.176808	0.167343	0.01853197	0.5599788
33	0	-270.6489	-256.6098	-14.03911	4.512281	0.06554199	0.02709924	0.0482291	0.0252216	0.230848	0.0387386	0.113953	0.0467882	0.0941165	0.082986	0.0206615	0.0292575	0.0504543	0.112246	0.045086	0.0259289	0.0354839	0.02371204	56.81907	0.480467	0.791249	1.08403	1.64425	0.184047	0.182443	0.215763	0.0715214	0.196535	0.149691	0.05081128	0.4666688
34	0	-259.6978	-250.9427	-8.755046	1.957096	0.1104933	0.04130762	0.0501096	0.00206676	0.158154	0.00352386	0.133633	0.0421583	0.00712894	0.0933237	0.00383627	0.145331	0.0218428	0.021636	0.176183	0.0450793	0.0959934	0.00897362	28.32013	0.288099	0.650372	1.06888	1.99265	0.231765	0.176577	0.124037	0.12039	0.164031	0.1832	0.05028124	0.1784685
35	0	-273.8983	-245.9712	-27.92709	2.2348	0.02939637	0.0001824405	0.0416511	0.0849404	0.102345	0.0960992	0.208631	0.020688	0.0179892	0.0016038	0.00934143	0.164287	0.0020776	0.0378099	0.153149	0.0434527	0.0159354	0.002469829	670.3405	0.319779	0.677865	1.07489	1.92747	0.266696	0.190719	0.109906	0.107816	0.150321	0.174541	0.002652269	0.9312134
36	0	-273.0369	-259.4811	-13.55581	2.314064	0.4447298	0.04398457	0.00326338	0.0963251	0.139631	0.00244878	0.0206177	0.0536816	0.0701507	0.0077288	0.00281024	0.239287	0.121346	0.027341	0.106137	0.0765965	0.0326348	0.1392335	44.84633	0.328088	0.684733	1.07617	1.911	0.276805	0.24924	0.116877	0.122334	0.1351	0.0996447	0.183218	0.7599332
37	0	-257.4507	-245.7226	-11.72814	4.767074	0.2674514	0.03975002	0.0966398	0.135626	0.233087	0.0723478	0.00803175	0.00710054	0.0733613	0.0219064	0.00927655	0.0597968	0.00571402	0.0154135	0.142521	0.0637178	0.0554596	0.05950225	29.32624	0.492106	0.798157	1.08368	1.62605	0.274832	0.177055	0.0690405	0.102446	0.185411	0.191216	0.09925227	0.5995052
38	0	-262.3599	-247.7982	-14.56178	3.994424	0.08476275	0.03255294	0.0241823	0.121152	0.186541	0.0297242	0.0429676	0.0073846	0.0647773	0.00966994	0.0281047	0.01112	0.0138816	0.326668	0.0713686	0.0578992	0.00455983	0.05018216	54.85778	0.454056	0.775016	1.0844	1.68653	0.300883	0.185243	0.0944603	0.0871475	0.180702	0.151564	0.0827351	0.6065402
39	0	-262.5504	-245.0136	-17.53678	5.745421	0.04790343	0.02485213	0.0482006	0.0416332	0.0835163	0.0438693	0.134244	0.0347099	0.170425	0.0264865	0.0224488	0.0322212	0.0140072	0.0505206	0.195009	0.051471	0.0512374	0.004585665	105.0107	0.530372	0.819881	1.08182	1.56793	0.280627	0.198226	0.0984686	0.0646139	0.197435	0.16063	0.0294378	0.1557747
40	0	-269.5009	-252.9399	-16.56097	2.421744	0.03880522	0.004764976	0.0693663	0.0421052	0.0453981	0.0488495	0.240519	0.0177871	0.0880656	0.00112748	0.0111026	0.0517814	0.00821513	0.0159014	0.235357	0.119533	0.004892	0.01279482	75.01372	0.33891	0.693481	1.07768	1.88993	0.268257	0.250908	0.180755	0.0694999	0.152491	0.0780897	0.0175598	0.7286429
41	0	-262.0431	-246.4434	-15.59966	0.9296811	0.07704958	0.00468252	0.0214941	0.00767129	0.0914702	0.0510577	0.0485144	0.0265443	0.164435	0.00476965	0.0733857	0.0666229	0.0725235	0.0296629	0.316998	0.013053	0.0117974	0.04591246	163.3769	0.122719	0.454545	0.987296	2.43544	0.313719	0.174561	0.133628	0.10775	0.17348	0.0968613	0.05059498	0.9074509
42	0	-263.9492	-253.4076	-10.54161	3.069362	0.1270381	-0.01196206	0.0171535	0.0564614	0.0938306	0.155538	0.0886169	0.0180221	0.221436	0.00353523	0.0961805	0.0191236	0.0113678	0.0891309	0.0725415	0.00195805	0.0551034	0.0969228	18.52244	0.394558	0.735297	1.08284	1.78731	0.278806	0.229856	0.158022	0.059958	0.158595	0.114763	0.08496074	1.140795
43	0	-260.4696	-247.0162	-13.45344	1.942818	0.07841706	0.02787675	0.0267302	0.00360409	0.075679	0.0796543	0.0385523	0.00226352	0.0614964	0.0331345	0.0500979	0.0257144	0.0530618	0.00458396	0.398338	0.120007	0.027082	0.04459486	74.53019	0.286352	0.648792	1.06849	1.99637	0.228621	0.227954	0.143234	0.0735106	0.188973	0.137708	0.0724716	0.6153425
44	0	-264.7841	-250.9458	-13.83831	2.378078	0.08222374	0.007099476	0.0481412	0.152744	0.0983676	0.0954792	0.0837356	0.040707	0.0570113	0.0150767	0.0226642	0.00386655	0.018214	0.0178149	0.217486	0.044869	0.0838229	0.01424539	78.09898	0.334584	0.69001	1.0771	1.8983	0.256064	0.134577	0.0864685	0.0801975	0.33357	0.109122	0.02134486	0.6673919
45	0	-255.689	-249.2185	-6.47046	2.130414	0.1963274	0.1043449	0.0118472	0.165665	0.0619891	0.0458048	0.113312	0.0238776	0.111066	0.0152796	0.0928154	0.0106359	0.0865403	0.0249984	0.179487	0.0173118	0.0393694	0.04953446	17.1965	0.308361	0.668202	1.07293	1.9505	0.284312	0.170646	0.107915	0.0634435	0.263937	0.109746	0.1538793	0.3219046
46	0	-266.8237	-249.9597	-16.86398	4.859357	0.04683126	0.02954043	0.0209181	0.105354	0.18866	0.00530801	0.140035	0.00401429	0.0969054	0.0121735	0.0967755	0.0229684	0.0167168	0.00966773	0.049562	0.00298602	0.227956	0.01386609	51.23764	0.496129	0.800511	1.08354	1.61982	0.305697	0.260031	0.104552	0.0690212	0.156202	0.104496	0.04340652	0.3194472
47	0	-260.5258	-244.5817	-15.94414	1.882472	0.5024341	0.01773728	0.0211619	0.0387169	0.211054	0.0837632	0.0742728	0.00363846	0.0586572	0.00476379	0.0408717	0.0218154	0.0642198	0.133943	0.142905	0.0593443	0.0408733	0.04449014	126.6675	0.27883	0.641904	1.06675	2.01252	0.297678	0.177425	0.116739	0.0685815	0.185794	0.153783	0.06222742	0.7149604
48	0	-267.9061	-254.3065	-13.59965	1.982492	0.1066237	0.05086133	0.110671	0.142027	0.0197305	0.0784828	0.0689716	0.00470145	0.124668	0.00478227	0.0342854	0.0151686	0.00948163	0.0124992	0.263914	0.00145168	0.109164	0.06058782	40.29504	0.291176	0.653139	1.06955	1.98614	0.264834	0.246562	0.0674179	0.142039	0.141354	0.137793	0.1114492	0.5436364
49	0	-269.8862	-252.868	-17.01813	3.132373	0.02997964	0.008517107	0.0239001	0.0845424	0.195259	0.0508151	0.224025	0.0211488	0.0172836	0.0321338	0.127731	0.0679038	0.00679043	0.0129137	0.0430096	0.0551529	0.037391	0.008453827	96.20114	0.39925	0.738603	1.0831	1.77905	0.324472	0.144157	0.126879	0.0679346	0.155495	0.181063	0.01697093	0.4981356
50	0	-265.9784	-247.9219	-18.05651	3.775081	0.07399517	-0.003724073	0.0227676	0.0782128	0.155376	0.0513603	0.00446247	0.0946312	0.0851519	0.0113004	0.0151858	0.0329755	0.10527	0.00782822	0.212244	0.112899	0.0103344	0.0942917	70.42582	0.441563	0.767054	1.08436	1.70702	0.275198	0.224769	0.0797376	0.134467	0.128862	0.156966	0.09056763	1.041119
51	0	-255.4129	-245.8127	-9.600218	3.209872	0.1829331	0.04800562	0.070006	0.0672695	0.159436	0.0151784	0.0518848	0.0234009	0.0676132	0.0024093	0.155649	0.147536	0.0195937	0.0281109	0.17532	0.0138112	0.00278096	0.07776043	23.34398	0.404873	0.742524	1.08337	1.76923	0.205787	0.226729	0.14115	0.080917	0.228147	0.117269	0.1257661	0.6182943
52	0	-255.8988	-248.1751	-7.723693	2.85361	0.1251506	0.05244047	0.0222788	0.0829729	0.27239	0.0440933	0.0171777	0.00260611	0.0772403	0.0190681	0.0508529	0.128214	0.016125	0.0698968	0.107882	0.013206	0.0759959	0.01008202	19.86506	0.37761	0.723087	1.08169	1.81761	0.230024	0.268216	0.106715	0.0500553	0.179814	0.165176	0.06252249	0.1612542
53	0	-262.8757	-248.5544	-14.32129	3.989302	0.1157568	0.03968636	0.040712	0.0452097	0.0283339	0.035187	0.110333	0.00462657	0.264695	0.00589852	0.016111	0.0265284	0.0031458	0.0575423	0.152519	0.0856937	0.123465	0.07351683	34.84558	0.453774	0.774838	1.0844	1.68699	0.279977	0.231975	0.0946382	0.0483919	0.205688	0.13933	0.1132032	0.6494237
54	0	-254.0728	-246.5128	-7.560069	4.269976	0.172318	0.06909443	0.0314487	0.00298439	0.153605	0.121554	0.0297417	0.011482	0.183435	0.0177295	0.114869	0.0896578	0.0675213	0.0333416	0.111611	0.0139988	0.0170206	0.01460239	15.31107	0.468605	0.784057	1.08427	1.66307	0.209432	0.242706	0.152067	0.0870773	0.158497	0.150222	0.08369682	0.1744677
55	0	-252.4763	-245.4137	-7.06254	3.213149	0.2646523	0.1234334	0.0298382	0.0711971	0.0103611	0.0638034	0.0832035	0.0288077	0.125343	0.0001179	0.0335748	0.0227858	0.0334487	0.0487586	0.386823	0.0520484	0.00988874	0.03088369	12.80788	0.405108	0.742686	1.08338	1.76882	0.344884	0.179976	0.129909	0.0718835	0.170546	0.102801	0.1543171	0.2001314
56	0	-261.5176	-249.7663	-11.75125	1.363111	0.05348685	0.02801584	0.0154942	0.0636216	0.159007	0.0902024	0.0177703	0.000791391	0.166504	0.123917	0.1493	0.0541043	0.0656066	0.00646921	0.0340642	0.0250679	0.0280804	0.01205484	51.53429	0.203381	0.564063	1.04126	2.1913	0.311222	0.158322	0.197324	0.0681046	0.14005	0.124977	0.04007068	0.3008394
57	0	-267.7928	-250.6204	-17.17242	0.9823711	0.07402438	0.01609277	0.0151632	0.0566882	0.206007	0.0803393	0.0755632	0.0157151	0.249678	0.0216835	0.0332639	0.000821559	0.0191363	0.00742466	0.0780494	0.0633861	0.0770809	0.001182109	172.5678	0.133423	0.471388	0.997016	2.39817	0.309362	0.161938	0.074596	0.111067	0.212061	0.130976	0.01727488	0.06842939
58	0	-266.219	-251.2058	-15.01326	3.103673	0.0582604	0.02252842	0.00340918	0.0510706	0.0606969	0.0331523	0.0413265	0.0135571	0.0615212	0.0178514	0.0563908	0.188912	0.119133	0.0509104	0.198362	0.0168286	0.0868782	0.009877833	91.29304	0.397126	0.737111	1.08298	1.78278	0.265448	0.184759	0.124695	0.0871774	0.249843	0.0880773	0.03240625	0.3048125
59	0	-264.6612	-252.8942	-11.76702	1.574456	0.1772515	0.01193534	0.0900688	0.105349	0.105844	0.036159	0.0933041	0.00371664	0.085823	0.0043303	0.148286	0.00213487	0.0366181	0.132164	0.121621	0.0214092	0.0131705	0.0263733	39.128	0.236598	0.600498	1.05451	2.10839	0.307807	0.11204	0.191485	0.0712912	0.148232	0.169145	0.03830864	0.6884425
60	0	-263.3436	-251.3127	-12.03096	1.721885	0.1487671	0.03444982	0.00659204	0.218347	0.0811273	0.00523132	0.0190545	0.121771	0.0473494	0.00521936	0.0541009	0.118375	0.100423	0.0816573	0.0929571	0.0120246	0.0357709	0.1116756	46.54286	0.257655	0.621756	1.06117	2.05942	0.265862	0.264827	0.11061	0.0965191	0.15183	0.110352	0.1461255	0.7642449
61	0	-260.5382	-247.2838	-13.25436	2.944293	0.1294131	0.01749251	0.0545545	0.0815839	0.126011	0.036079	0.0685592	0.0146765	0.0323303	0.00908806	0.0470925	0.128647	0.315683	0.0272497	0.0316835	0.0108879	0.0158738	0.02337576	66.79535	0.384906	0.728396	1.08223	1.80447	0.258494	0.152347	0.143981	0.111469	0.179944	0.153766	0.04086827	0.5719783
62	0	-265.9454	-250.3132	-15.63211	2.967534	0.06894849	0.03104922	0.0753248	0.000199485	0.0430756	0.0417005	0.20329	0.0529014	0.0178391	0.0450878	0.00831657	0.0103591	0.0281876	0.0603947	0.261284	0.0421241	0.109916	0.02144875	80.16791	0.386735	0.729714	1.08235	1.8012	0.233257	0.171135	0.0908467	0.129057	0.208387	0.167318	0.05249796	0.4085634
63	0	-252.9825	-246.5864	-6.396127	1.98239	0.3927843	0.05794491	0.0335198	0.0450771	0.100299	0.0434466	0.11603	0.0188745	0.114145	0.00610579	0.0291691	0.00867127	0.00477035	0.13809	0.259912	0.0204223	0.0614674	0.04405945	13.13544	0.291163	0.653128	1.06954	1.98617	0.262016	0.169371	0.133063	0.059349	0.240812	0.135389	0.1020044	0.4319369
64	0	-257.1297	-242.7689	-14.36081	2.308447	0.1196848	0.01496198	0.024075	0.019522	0.293047	0.249604	0.0779991	0.0110668	0.0508329	0.00768639	0.0314731	0.0462938	0.0297476	0.00685436	0.0467525	0.00940034	0.0956446	0.02001736	55.56432	0.327509	0.684259	1.07609	1.91214	0.300292	0.157442	0.121839	0.0805586	0.221096	0.118772	0.03497933	0.5722623
65	0	-256.5973	-246.5259	-10.07137	3.73311	0.4127809	0.07674222	0.063174	0.080243	0.0796433	0.0607904	0.312755	0.00497424	0.0357914	0.0129854	0.0259171	0.0391583	0.00679558	0.0274131	0.130156	0.0516756	0.0685278	0.01942492	19.30242	0.439071	0.765443	1.08434	1.71115	0.281913	0.159106	0.141856	0.0931913	0.204812	0.119122	0.09616714	0.2019913
66	0	-273.4075	-249.5367	-23.87084	3.418222	0.0184434	0.005244019	0.0254833	0.0115577	0.0273075	0.0189508	0.132855	0.0117161	0.0156912	0.0173325	0.0414601	0.114011	0.311119	0.0201861	0.160189	0.0160836	0.0760577	0.005861032	319.8703	0.419234	0.752337	1.08392	1.7445	0.236111	0.232397	0.110858	0.110537	0.210053	0.100044	0.01110505	0.5277808
67	0	-268.6043	-247.0703	-21.53397	3.657258	0.05096526	0.008612303	0.0392066	0.0178414	0.290315	0.0851052	0.0285363	0.00508174	0.0888502	0.0590992	0.0644022	0.0436557	0.136213	0.0429138	0.0643559	0.010771	0.0236524	0.002054077	264.7503	0.434482	0.762455	1.08428	1.71879	0.300503	0.223775	0.0933909	0.0993694	0.16742	0.115542	0.01066638	0.1925749
