Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-219.7528	-249.3357	29.58293	4.502158	0.0151252	0.00996748	0.0121288	0.00243634	0.0281154	0.00921056	0.00753638	0.0154528	0.00359099	0.0143333	0.0218877	0.0110856	0.00507512	0.00515139	0.0294642	0.00748872	0.01507452	0.004312925	0.0288365	0.104985	0.166727	0.0751308	0.0312387	0.0385157	0.0567275	0.0129939	0.026865	0.0150615	0.026778	0.0458682	0.335857	0.0302697	0.00414487	0.001792345	250.5754	0.479987	0.790961	1.08404	1.64501	0.283937	0.193361	0.101089	0.0760743	0.188289	0.15725	0.00610527	0.2935735
1100	-247.0705	-254.7189	7.648429	1.091221	0.0238528	0.169454	0.0200664	0.0159879	0.152952	0.102944	0.0825593	0.0141343	0.0900822	0.344003	0.0508104	0.126556	0.120495	0.0244986	0.115428	0.00358293	0.0797301	0.0137398	0.074703	0.115437	0.0206918	0.243805	0.0421524	0.0159961	0.0276163	0.0164273	0.0558145	0.111743	0.0197526	0.00398039	0.122039	0.110144	0.0196973	0.005609939	98.95051	0.154787	0.502552	1.01361	2.32905	0.251143	0.209233	0.130713	0.0893789	0.163152	0.15638	0.01934974	0.2899233
1200	-228.5639	-238.0356	9.471683	3.287412	0.00151614	0.0824346	0.0140828	7.96966e-05	0.00243912	0.0965953	0.0761944	0.0450687	0.0041304	0.0169452	0.00982762	0.0378818	0.115332	0.035753	0.00548653	0.0474245	0.03755787	0.01306664	0.00995655	0.028215	0.0447359	0.104047	0.210036	0.00102371	0.0438551	0.0300007	0.0111063	0.0447762	0.000147225	0.0360815	0.427935	0.00716063	0.000923459	0.01318262	305.1279	0.410343	0.746294	1.08361	1.75975	0.284751	0.165708	0.120209	0.0782819	0.199252	0.151799	0.02624926	0.5022092
1300	-243.7579	-243.3709	-0.3870114	3.123203	0.00524928	0.51968	0.436849	0.0290974	0.0458997	0.0296865	0.208738	0.131403	0.0316505	0.0688968	0.00825967	0.607553	0.159144	0.0381663	0.00304104	0.31692	0.261456	0.0218107	0.0499121	0.028756	0.0864552	0.0369099	0.119933	0.0147275	0.0643655	0.0032422	0.0297132	0.0321032	0.0755224	0.0135742	0.269264	0.0503938	0.125127	0.01851413	30.25885	0.398574	0.738129	1.08306	1.78024	0.239259	0.186188	0.174281	0.104771	0.141678	0.153824	0.04032484	0.4591248
1400	-238.6147	-248.0689	9.454204	5.174646	0.0262585	0.103845	0.131525	0.0218398	0.0654234	0.0714146	0.0625524	0.0629015	0.0198546	0.1876	0.0519967	0.070492	0.117813	0.111977	0.0101413	0.127276	0.107068	0.07740348	0.0473456	0.11555	0.0532741	0.0339752	0.0587349	0.00684132	0.0393116	0.00525392	0.00575068	0.125578	0.122885	0.0588271	0.152082	0.115737	0.0588526	0.03419367	31.02114	0.509173	0.808028	1.08298	1.59981	0.308512	0.175496	0.104149	0.0984426	0.187379	0.126021	0.1115971	0.3064027
1500	-234.9945	-244.4165	9.421929	2.065849	0.018722	0.0664102	0.277396	0.00273455	0.00902135	0.00138844	0.0422178	0.0662977	0.0612559	0.0256658	0.0424052	0.221104	0.0381852	0.106638	0.138333	0.179782	0.07931227	0.04826709	0.0644472	0.0190227	0.144736	0.0142195	0.0144406	0.00343555	0.0369637	0.0524346	0.0965621	0.177182	0.14148	0.0778423	0.0842999	0.0661472	0.00678645	0.008519626	74.35852	0.30101	0.661838	1.07155	1.9656	0.281856	0.133123	0.152398	0.120474	0.128398	0.183751	0.05678672	0.1500285
1600	-233.2253	-246.4992	13.27387	4.33848	0.0116241	0.141474	0.055857	0.00365701	0.113196	0.117493	0.0244401	0.0317081	0.104153	0.160555	0.00831406	0.046632	0.0149374	0.00734243	0.248771	0.0250883	0.06040937	0.04798681	0.0638188	0.136325	0.0432109	0.087526	0.0199709	0.0723577	0.0867454	0.0149403	0.0216029	0.0285076	0.0820623	0.0181944	0.274912	0.0343569	0.0154687	0.07169346	25.19625	0.472042	0.786157	1.08421	1.65759	0.225699	0.17484	0.127522	0.090749	0.133795	0.247394	0.1196803	0.5990416
1700	-248.5711	-245.0267	-3.544329	2.560846	0.0459692	0.17057	0.637087	0.0300335	0.0449629	0.73012	0.238999	0.0814387	0.569127	0.0172352	0.186298	0.486371	0.32378	0.0448889	0.155694	0.341604	0.1818706	0.06038529	0.0963664	0.0818595	0.192875	0.0202321	0.124412	0.00267054	0.0787505	0.00689777	0.0335191	0.0999794	0.0501218	0.0134592	0.14155	0.0145956	0.042711	0.05247441	24.27669	0.35215	0.703895	1.07929	1.86467	0.206882	0.200531	0.113916	0.0790669	0.228239	0.171365	0.1128597	0.4649526
1800	-255.3652	-249.5217	-5.843538	2.546367	0.124452	0.397978	0.63541	0.243239	0.00629769	0.240281	0.0388436	0.252626	0.253959	0.518226	0.0391907	0.227581	0.105671	0.353686	0.476777	0.154338	0.1983342	0.008637391	0.0634541	0.0184234	0.0815144	0.0410515	0.0709148	0.00113704	0.10615	0.00481241	0.0831799	0.031245	0.0432374	0.00132261	0.273822	0.0115673	0.168169	0.06342745	42.1884	0.350809	0.702854	1.07914	1.8672	0.264682	0.163587	0.0830069	0.0944271	0.205118	0.189179	0.07206484	0.8801442
1900	-206.1997	-247.8107	41.61107	1.483484	0.000485934	0.00506166	0.00199856	0.00246063	0.0065822	0.0113551	0.000262321	0.00933193	0.00489028	0.001594	0.00373913	0.00396835	0.00547328	0.00461974	0.001668	0.00647153	0.003812781	0.003218843	0.0685203	0.207961	0.0181039	0.0197918	0.0991015	0.00789404	0.0574089	0.00535771	0.187247	0.0818137	0.0249769	0.0366855	0.133348	0.0509859	0.000803307	0.00022877	719.5904	0.22276	0.585784	1.04944	2.14202	0.23875	0.228057	0.0818464	0.100008	0.220414	0.130925	0.003447613	0.06635606
2000	-243.9055	-254.0152	10.10976	2.482381	0.00985555	0.0254084	0.0301879	0.0245688	0.00889731	0.0567587	0.0465833	0.00875233	0.0545047	0.078933	0.0314135	0.0587867	0.0197762	0.0775593	0.00219168	0.0282734	0.06841642	0.005903429	0.0200432	0.0461335	0.164975	0.169393	0.102886	0.0799594	0.0543993	0.0185672	0.00773249	0.00241768	0.0159498	0.0594131	0.0647808	0.138157	0.0551932	0.01422383	202.7035	0.34478	0.698136	1.07842	1.87866	0.249876	0.181184	0.065555	0.121338	0.170003	0.212044	0.02012726	0.7066949
2100	-251.2796	-252.9594	1.679755	2.907709	0.0139371	0.569923	0.200808	2.20963e-05	0.104509	0.0898833	0.14398	0.0372724	0.22596	0.218681	0.0548473	0.292921	0.0893894	0.0637937	0.0167925	0.129692	0.1720459	0.02504541	0.0244675	0.0558352	0.0424906	0.0451133	0.0889813	0.0477958	0.0118354	0.0610812	0.0409784	0.0898405	0.034891	0.0353139	0.278617	0.0636249	0.0791345	0.0176863	35.84635	0.381994	0.726287	1.08202	1.8097	0.287696	0.196474	0.0686534	0.0952989	0.201998	0.149881	0.04273171	0.4138918
2200	-235.1618	-242.3086	7.146776	2.157382	0.000566393	0.17878	0.108052	0.0373958	0.0186874	0.0922855	0.165182	0.0506673	0.209229	0.0478449	0.314194	0.0168599	0.184468	0.0073502	0.0503859	0.0208682	0.09835462	0.02457658	0.103313	0.0241775	0.15834	0.0447344	0.0507631	0.0160338	0.0694284	0.0201539	0.0174987	0.076045	0.0192776	0.101034	0.206177	0.0236094	0.0694137	0.008487114	60.15297	0.311364	0.67077	1.07347	1.94439	0.243271	0.173796	0.139112	0.123924	0.165137	0.154759	0.03306369	0.2566898
2300	-233.0564	-241.8027	8.746253	3.566116	0.0147222	0.637833	0.00575154	0.000545636	0.00824714	0.0358413	0.00756891	0.0864096	0.136788	0.0761318	0.0559155	0.0613364	0.024836	0.036725	0.176799	0.0865037	0.1040692	0.039869	0.0412623	0.0881914	0.0995004	0.0487278	0.0389405	0.0234878	0.134245	0.00589855	0.10923	0.0271494	0.0379192	0.0237666	0.212765	0.0823707	0.0265456	0.03839957	60.87413	0.428813	0.758728	1.08417	1.72829	0.24398	0.154716	0.222161	0.0629278	0.1549	0.161316	0.07826857	0.4906129
2400	-216.9679	-245.7962	28.82828	3.420355	0.00408723	0.00541915	0.0243181	0.000918379	0.0387723	0.0150672	0.0230507	0.00402444	0.0356505	0.035581	0.0425648	0.0380491	0.0216236	0.00125686	0.00539912	0.00404116	0.01836415	0.009310858	0.0533298	0.0160564	0.273028	0.0698248	0.0176455	0.0399366	0.0199632	0.0207726	0.0598116	0.192623	0.0193907	0.0226504	0.067085	0.0773126	0.0505701	0.005936142	101.0905	0.419376	0.752432	1.08393	1.74426	0.308219	0.206666	0.0815007	0.0685037	0.195592	0.139519	0.015247	0.3893318
2500	-243.335	-251.1317	7.796726	2.3993	0.0855852	0.0175198	0.325799	2.07511e-05	0.170128	0.0640162	0.0345621	0.0237879	0.155595	0.0912366	0.215244	0.0885352	0.123024	0.036961	0.190254	0.073873	0.1847938	0.04325023	0.0680105	0.0208861	0.153323	0.0692863	0.11273	0.0716326	0.0158581	0.0258508	0.0285009	0.134594	0.0183261	0.0117488	0.0131413	0.217833	0.0382787	0.003769238	36.28577	0.336697	0.691709	1.07739	1.89421	0.230931	0.214837	0.088873	0.0955015	0.219896	0.149961	0.04701947	0.08016334
2600	-252.0836	-251.5631	-0.5204989	0.664491	0.0094154	0.151574	0.499258	0.0887638	0.140204	0.0198219	0.527778	0.0496746	0.27411	0.0326204	0.0478208	0.138347	0.0646588	0.105414	0.32276	0.146254	0.227746	0.02250083	0.0290235	0.0152196	0.192343	0.0628038	0.00498392	0.0108791	0.110846	0.00911807	0.0158162	0.00285481	0.0405342	0.115767	0.255331	0.0320165	0.102462	0.003609947	72.82947	0.0666257	0.346283	0.910964	2.67613	0.198042	0.186869	0.167655	0.0494517	0.218141	0.179841	0.02611077	0.1382551
2700	-231.149	-244.9548	13.80585	2.893929	0.0110455	0.0442573	0.136964	0.0304389	0.0251064	0.129429	0.0835438	0.0992056	0.0369773	0.0305525	0.0201958	0.212015	0.0108085	0.0993538	0.0370248	0.0744089	0.05901865	0.02873823	0.0414395	0.00769856	0.135619	0.232073	0.00296598	0.0185739	0.0233867	0.0210196	0.0603761	0.00546648	0.00424312	0.0974465	0.284562	0.0427649	0.022365	0.003079968	73.09035	0.380886	0.725481	1.08194	1.81169	0.238764	0.207942	0.114583	0.0821247	0.147191	0.209396	0.0318182	0.09679892
2800	-249.3942	-257.3994	8.00527	2.925222	0.0248508	0.00481837	0.0898795	0.0418467	0.0086791	0.293632	0.148893	0.364389	0.228246	0.00862505	0.154313	0.0826119	0.107443	0.296554	0.122262	0.0583399	0.1086824	0.07707847	0.0293971	0.157086	0.0510991	0.0557345	0.0203108	0.0873456	0.122238	0.0242431	0.0448427	0.0716086	0.0746623	0.0214247	0.155107	0.0470415	0.0378601	0.04110507	31.10702	0.383393	0.727302	1.08212	1.80718	0.281308	0.255287	0.0874113	0.0521881	0.156394	0.167411	0.1181835	0.3478071
2900	-231.3416	-247.8422	16.50056	2.319256	0.00134017	0.0659518	0.0374347	0.0268432	0.00717423	0.0076918	0.00665189	0.0569484	0.0414437	0.0162055	0.052673	0.077101	0.01108	0.0305845	0.107805	0.017447	0.02645442	-0.002110736	0.0178479	0.198363	0.208887	0.0122498	0.0127897	0.0227288	0.0206907	0.00662693	0.0906508	0.0420609	0.132728	0.0443922	0.0522127	0.0418181	0.0959541	0.02254125	145.7753	0.328622	0.68517	1.07625	1.90995	0.257714	0.250146	0.102664	0.0684418	0.189376	0.131657	0.02043051	1.103313
3000	-260.4717	-254.1207	-6.35109	2.764626	0.334445	0.00348511	0.971021	0.0783942	0.384099	0.0231575	0.774083	0.0144255	0.0340215	0.191138	0.322908	0.214265	0.160145	0.582489	0.310723	0.0440231	0.5633098	0.2056444	0.024491	0.330269	0.0802677	0.121051	0.0374926	0.0112556	0.0996775	0.00834516	0.0250168	0.00811603	0.0655971	0.0550853	0.01169	0.0812931	0.040352	0.01107058	10.88942	0.370191	0.717603	1.08108	1.83113	0.223962	0.346629	0.0939608	0.0972836	0.137183	0.100982	0.216715	0.0510836
3100	-246.1901	-247.922	1.731922	3.27417	0.0276644	0.243632	0.193596	0.00769216	0.0636899	0.148089	0.0820014	0.0681853	0.00926004	0.049882	0.0868806	0.11064	0.263602	0.203107	0.339861	0.175877	0.1297988	0.005384456	0.0601747	0.0444137	0.0567991	0.0913463	0.185173	0.0703925	0.115062	0.00165468	0.0441999	0.019096	0.0279801	0.0278155	0.162618	0.0664233	0.0268507	0.03887594	76.09774	0.40942	0.745661	1.08357	1.76135	0.286906	0.178501	0.108714	0.129539	0.176298	0.120042	0.0442604	0.878346
3200	-241.6644	-244.1141	2.449726	2.038254	0.0486575	0.0935747	0.0606085	0.00626465	0.0128262	0.200601	0.148915	0.0903239	0.177311	0.511437	0.0552813	0.157334	0.15915	0.0722219	0.128077	0.031614	0.1021275	-0.0003290923	0.0358567	0.0208938	0.065794	0.084204	0.104843	0.0259438	0.0714795	0.0181089	0.026119	0.0384821	0.176252	0.042121	0.246066	0.04242	0.00141617	0.05383096	40.40185	0.297799	0.659021	1.07092	1.97226	0.245651	0.200677	0.138185	0.0732539	0.22686	0.115373	0.05350187	1.006151
3300	-252.4035	-255.2028	2.799296	1.027631	0.044173	0.0535568	0.050589	0.0891594	0.0426226	0.186097	0.347335	0.125658	0.155727	0.0970569	0.00176465	0.0631554	0.621729	0.178714	0.0811443	0.0796882	0.1608786	0.01393076	0.0134944	0.00215292	0.0405161	0.00219043	0.06811	0.0599082	0.159883	0.0389803	0.0548394	0.0478191	0.0012269	0.00699135	0.284963	0.00928008	0.209644	0.005907349	52.25011	0.142434	0.484902	1.00443	2.36823	0.273191	0.252067	0.128159	0.0563951	0.142375	0.147813	0.01983811	0.2977778
3400	-235.6919	-246.3093	10.61744	5.173758	0.00777457	0.0640001	0.0571303	0.000724371	0.0305013	0.000330639	0.178459	0.00466241	0.00121894	0.13504	0.00998824	0.0534208	0.0904808	0.0365167	0.125152	0.00714101	0.06971907	0.01524292	0.0869371	0.0237945	0.0773172	0.0591487	0.0618677	0.0471697	0.0991273	0.0657105	0.0161266	0.232929	0.0195471	0.0420608	0.0940302	0.00721705	0.0670168	8.436309e-05	137.2769	0.509138	0.808008	1.08299	1.59987	0.244049	0.18723	0.0580331	0.124468	0.178361	0.207859	0.01532728	0.005504114
3500	-247.8687	-249.5153	1.646636	2.676414	0.136253	0.357847	0.0655411	0.00122348	0.0294854	0.0227346	0.16013	0.180528	0.149498	0.0909367	0.253192	0.10197	0.319246	0.248792	0.306569	0.134304	0.1503241	0.1505807	0.0458119	0.0880088	0.0393178	0.0230208	0.111753	0.00960123	0.0460978	0.0295129	0.106293	0.071817	0.029983	0.0510305	0.0949405	0.238919	0.0138931	0.007367281	22.34233	0.362569	0.711877	1.08037	1.84518	0.271997	0.173144	0.112132	0.122023	0.198837	0.121868	0.1579479	0.04664373
3600	-218.9309	-245.8678	26.93694	3.697367	0.0137808	0.0405159	0.0322167	0.000838617	0.00252744	0.00844404	0.0374695	0.029441	0.00392853	0.000450792	0.0168776	0.010273	0.000601252	0.00404275	0.00805139	0.0191104	0.02792588	0.00430208	0.032741	0.0783949	0.0632788	0.0505274	0.0188894	0.00250403	0.178427	0.0192047	0.078137	0.15985	0.0412755	0.0894402	0.0960539	0.076805	0.014471	0.002333389	201.1172	0.436923	0.764048	1.08431	1.71472	0.271432	0.19652	0.0825352	0.0697447	0.202052	0.177716	0.006635468	0.351654
3700	-252.8871	-250.3522	-2.534888	1.187583	0.0670879	0.206994	0.191176	0.500726	0.0174111	0.627726	0.336359	0.0932699	0.0569676	0.31737	0.145611	0.260918	0.00634247	0.313389	0.821126	0.0123609	0.1755323	0.03851674	0.0430325	0.0954206	0.0221927	0.0376438	0.0465418	0.0124518	0.0604445	0.0178003	0.131667	0.134817	0.0434012	0.144579	0.140908	0.0145562	0.0545431	0.001906508	36.36749	0.172796	0.526688	1.02526	2.27526	0.295695	0.196041	0.111502	0.0677983	0.175412	0.153552	0.04042324	0.04716366
3800	-236.1851	-242.0627	5.877607	3.395261	0.0196813	0.0718633	0.00336436	0.0013374	0.0128081	0.041106	0.0614449	0.00803013	0.190166	0.0928227	0.055309	0.0617915	0.0681003	0.029232	0.135108	0.458239	0.1049572	0.03639583	0.0705272	0.0202862	0.22202	0.0215875	0.0803002	0.0242592	0.0571693	0.0298988	0.00309052	0.0481775	0.00449813	0.0115702	0.225158	0.180793	0.000664389	0.004574599	80.55535	0.417703	0.751304	1.08388	1.74712	0.314442	0.122424	0.0984842	0.0929677	0.173034	0.198648	0.04097043	0.1116561
3900	-257.9522	-252.735	-5.21724	0.8586592	0.0218703	0.761132	0.26987	0.0245448	0.00887922	0.173924	0.296747	0.090099	0.297518	0.71266	0.610384	0.1647	0.00602209	0.160605	0.343312	0.050501	0.2367933	0.01107978	0.0142735	0.00512967	0.249457	0.201439	0.0046873	0.00564696	0.0314295	0.0742997	0.0527887	0.0122591	0.00950161	0.107477	0.126279	0.00675273	0.0985793	0.03947058	30.35127	0.107966	0.429721	0.971971	2.49034	0.275013	0.191429	0.14355	0.0790597	0.170777	0.140172	0.05055036	0.780817
4000	-250.8385	-246.0031	-4.835438	4.533351	0.232837	0.85537	0.47221	0.0173426	0.219053	0.536621	0.160663	0.0245386	0.15948	0.00905248	0.00538515	0.0761649	0.182172	0.0154958	0.20928	0.381944	0.2931426	0.03766517	0.0109032	0.0961697	0.266233	0.0519793	0.0390409	0.0494131	0.0257653	0.000319888	0.0237383	0.00388067	0.0788176	0.0457184	0.259874	0.033629	0.014518	0.01839961	31.67178	0.48146	0.791844	1.084	1.64269	0.254146	0.207997	0.123737	0.0822596	0.16587	0.165991	0.05606478	0.3281848
4100	-245.2367	-242.6688	-2.567893	4.158788	0.0116284	0.146989	0.241618	0.214155	0.617305	0.384505	0.139018	0.0526895	0.366722	0.0486479	0.0333867	0.0938301	0.00021016	0.34536	0.278522	0.0919252	0.1699972	0.01611028	0.0628362	0.0514636	0.0451223	0.0703185	0.0952793	0.003052	0.0686162	0.019659	0.011983	0.0150828	0.0388485	0.031182	0.410057	0.012725	0.0637747	0.02975154	46.35963	0.462878	0.780527	1.08434	1.67225	0.252904	0.153837	0.112272	0.0991572	0.200765	0.181064	0.04586182	0.6487214
4200	-244.9496	-252.7997	7.850108	1.679699	0.0270292	0.420566	0.00892723	0.00744886	0.100169	0.0792435	0.037707	0.284143	0.0483855	0.0393988	0.0512832	0.280965	0.0672401	0.0378414	0.0679108	0.14979	0.07332994	0.03848246	0.02065	0.226779	0.178399	0.00341253	0.0776159	0.0367069	0.0751228	0.035881	0.0108344	0.0103507	0.0176327	0.00623263	0.174446	0.0891719	0.0367652	0.02531216	36.98708	0.251796	0.615969	1.05944	2.0728	0.279714	0.206222	0.134768	0.101585	0.134279	0.143432	0.06379462	0.3967758
4300	-234.216	-249.9537	15.73766	1.028227	0.000948341	0.0427913	0.0596094	0.0125782	0.0221045	0.0260486	0.0435703	0.145199	0.010461	0.00400479	0.0672433	0.0760199	0.0387083	0.125559	0.0337403	0.0227763	0.06733566	0.003082719	0.0511995	0.0412844	0.159753	0.04861	0.172368	0.0256169	0.208831	0.037158	0.038786	0.0116324	0.00600661	0.0346146	0.145041	0.00173284	0.0173662	0.01609554	163.3365	0.142551	0.485075	1.00452	2.36785	0.33021	0.167572	0.104746	0.0772927	0.207584	0.112596	0.01917826	0.8392597
4400	-235.5498	-249.3649	13.81512	2.934978	0.00665776	0.0660238	0.0388853	0.0313558	0.0233398	0.143101	0.0266201	0.0468619	0.0435139	0.174538	0.0789086	0.0214195	0.0163114	0.028344	0.0881052	0.00878059	0.05531969	0.02912694	0.109715	0.0611344	0.0621037	0.0153306	0.0987752	0.0295916	0.0294962	0.0534125	0.0972762	0.0242941	0.010094	0.0210944	0.327096	0.0185736	0.0420121	0.003533513	101.577	0.384168	0.727863	1.08218	1.80579	0.215499	0.165835	0.122217	0.141919	0.230076	0.124454	0.03266045	0.1081893
4500	-245.4144	-246.7634	1.349024	3.925839	0.00923915	0.238892	0.258669	0.0160252	0.448752	0.142192	0.0818407	0.0347383	0.0813514	0.0681568	0.408973	0.139281	0.201298	0.92911	0.133414	0.0157726	0.1668102	0.1458942	0.0233532	0.0281902	0.147921	0.0152437	0.0947429	0.0407506	0.093396	0.0199246	0.0255507	0.0170561	0.0269745	0.143259	0.135724	0.0737207	0.114193	0.05037968	12.17409	0.450241	0.772605	1.08441	1.69275	0.305728	0.163558	0.0796832	0.0521484	0.247198	0.151685	0.1962739	0.2566805
