Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-246.7525	-246.7693	0.01682514	2.579066	0.000115954	0.182577	0.071401	0.116096	0.0119947	0.104085	0.0913438	0.00138114	0.0161046	0.229259	0.0616651	0.123345	0.0561474	0.0101002	0.114062	0.0414149	0.07581794	0.004893336	0.0154989	0.0333704	0.201923	0.0803484	0.16122	0.00070714	0.054023	0.00665462	0.00110684	0.0661187	0.0292714	0.1443	0.111558	0.0767947	0.0171053	0.01591452	340.0085	0.353827	0.705192	1.07947	1.86151	0.31261	0.264455	0.131619	0.0439577	0.150577	0.0967806	0.02080786	0.7648323
11	0	-261.2597	-256.1812	-5.078531	1.044273	0.204388	0.914152	0.112266	0.378554	0.0329079	0.347851	0.579296	0.232646	0.667419	0.0500554	0.0398262	0.238542	0.138501	0.498339	0.155039	0.0942777	0.2696125	0.03541809	0.0141325	0.0760328	0.12161	0.0880724	0.00636901	0.0164521	0.0216627	0.014791	0.0923064	0.0505551	0.084964	0.0352926	0.298662	0.0386	0.0404969	0.01953702	25.98422	0.145702	0.489666	1.00697	2.35767	0.340456	0.234968	0.114296	0.0894103	0.133382	0.087487	0.05495511	0.3555088
12	0	-257.1875	-248.7813	-8.406241	1.788424	0.00388124	0.625052	0.0569783	0.00526823	0.00586057	0.261836	0.0286496	0.0328104	0.211671	0.480299	0.0955442	0.107051	0.00889604	0.250644	0.0105181	0.0371058	0.1615211	0.02265822	0.020267	0.0418593	0.242222	0.0586776	0.0533726	0.00634353	0.0200618	0.0161645	0.0095971	0.226738	0.211677	0.011542	9.40575e-05	0.0625761	0.0188073	0.0008465173	215.0738	0.266641	0.630448	1.06367	2.03924	0.216965	0.209819	0.119864	0.0815813	0.180743	0.191027	0.02350474	0.03601475
13	0	-221.005	-247.3349	26.32985	1.832391	0.00458003	0.0357267	0.0312622	0.00390681	0.000649407	0.0141129	0.0344987	0.0189304	0.00658782	0.020814	0.00799183	0.000338213	0.0157553	0.0262659	0.0113965	0.0169133	0.02758989	0.009803588	0.017376	0.000934675	0.0651133	0.186751	0.0454708	0.0113885	0.129036	0.00264677	0.0368643	0.0826677	0.0477436	0.0256573	0.141349	0.175747	0.0312542	0.001439056	236.9556	0.272412	0.635919	1.06517	2.0265	0.318157	0.218958	0.162232	0.070156	0.137473	0.0930228	0.01124264	0.1279998
14	0	-246.0646	-249.1048	3.040216	3.56001	0.568381	0.247191	0.214425	0.186906	0.149456	0.0933426	0.0739995	0.0268807	0.151523	0.178175	0.0841887	0.0383481	0.189036	0.155457	0.32255	0.130132	0.1821538	0.1025509	0.120273	0.0170567	0.0645194	0.0139899	0.137693	0.0483994	0.182471	0.00158138	0.0307962	0.0332356	0.0640898	0.0255254	0.0611145	0.0305176	0.168737	0.05843575	25.03226	0.428427	0.758473	1.08416	1.72894	0.249837	0.121383	0.135723	0.0928766	0.272558	0.127622	0.1609867	0.362985
15	0	-220.3634	-243.9205	23.55713	2.687612	0.00238474	0.0554513	0.0199238	0.00757663	0.00988845	0.056674	0.00310964	0.0137863	0.0284995	0.0249797	0.019919	0.00640077	0.0278376	0.0146682	0.0117671	0.0369221	0.01363316	0.007137545	0.0265554	0.044638	0.140762	0.21692	0.0815176	0.000759255	0.00568608	0.000786238	0.111089	0.00346598	0.14852	0.0501936	0.0596048	0.0865543	0.0229476	0.01165005	174.0002	0.363552	0.712621	1.08047	1.84336	0.270529	0.260156	0.102698	0.104743	0.144806	0.117069	0.01878759	0.6200926
16	0	-224.56	-244.0098	19.4498	4.753233	0.00391401	0.0298953	0.0335211	0.00150989	0.0036392	0.0755244	0.0148265	0.0166739	0.0153833	0.0938732	0.0152072	0.021049	0.0277558	0.0241457	0.011032	0.00840543	0.02399491	0.004674714	0.00925422	0.118881	0.0106576	0.136422	0.102175	0.063926	0.0604923	0.000755644	0.0468422	0.0314983	0.0103582	0.00129589	0.303819	0.0227697	0.0808533	0.00137683	243.5029	0.491494	0.797797	1.0837	1.627	0.241968	0.237563	0.0862687	0.0683734	0.193461	0.172367	0.006051544	0.2275171
17	0	-225.4666	-245.0848	19.61812	2.578682	0.0277356	0.0451943	0.00922097	0.0322534	0.00572044	0.0521338	0.085925	0.00853367	0.1306	0.0551704	0.0119192	0.0536238	0.0452877	0.0298477	0.0350769	0.0683787	0.04956952	0.04654264	0.041653	0.0531884	0.0995964	0.00234919	0.111169	0.00516952	0.0911234	0.00632397	0.0171484	0.0523536	0.0537006	0.0173571	0.333039	0.100166	0.0156621	0.004748217	54.09394	0.353792	0.705165	1.07947	1.86158	0.193797	0.253519	0.134821	0.113334	0.212261	0.0922688	0.05129086	0.09257434
18	0	-240.2204	-244.214	3.993603	1.661021	0.00138523	0.442158	0.0260335	0.124141	0.00466917	0.123035	0.24808	0.00412461	0.0412566	0.00293042	0.00919899	0.104015	0.264588	0.108709	0.0650518	0.0659055	0.0649745	0.0152407	0.0550613	0.037602	0.273784	0.0447742	0.0196829	0.00258566	0.0579749	0.00346269	0.0264066	0.0125202	0.068836	0.0256456	0.247384	0.0628847	0.0613943	0.006143749	92.65276	0.24916	0.613335	1.05863	2.07888	0.36934	0.180189	0.0971948	0.0628439	0.125111	0.165321	0.02138445	0.2872998
19	0	-230.9662	-241.8164	10.85019	2.446779	0.00416335	0.29603	0.2585	0.00374663	0.0237379	0.0368044	0.0829378	0.0166349	0.00303637	0.0265601	0.019887	0.0551052	0.00571601	0.0648736	0.0486133	0.12739	0.06227888	0.02295609	0.078032	0.0259482	0.304162	0.0464556	0.0216282	0.0375933	0.0475631	0.0118689	0.0977512	0.0197106	0.0459381	0.00263811	0.213106	0.044949	0.0026558	0.007556063	109.0865	0.341352	0.695425	1.078	1.88523	0.255411	0.178926	0.174583	0.101939	0.145816	0.143325	0.03051216	0.2476411
20	0	-240.0563	-256.1478	16.09153	2.749026	0.000985333	0.0833321	0.000817312	0.0163636	0.0457771	0.0295904	0.0296765	0.00214818	0.0450619	0.0404861	0.117496	0.0653598	0.00641751	0.0140867	0.00702335	0.0124102	0.03581972	0.006423143	0.076133	0.00513643	0.0968286	0.192733	0.0157555	0.00350072	0.0869651	0.0257929	0.00986297	0.145177	0.0687683	0.132729	0.0420613	0.0763282	0.0222274	0.001137613	222.3853	0.368863	0.716612	1.08096	1.83356	0.188608	0.237716	0.182324	0.112602	0.0928936	0.185856	0.007560756	0.1504628
21	0	-229.6391	-245.8089	16.16984	3.934926	0.0296691	0.0544778	0.0358119	0.00753734	0.00565398	0.0825506	0.120831	0.01058	0.16942	0.0199091	0.040046	0.0406095	0.00644437	0.0527415	0.0345361	0.00210246	0.0504478	0.01114843	0.0544139	0.0169592	0.176934	0.0275022	0.0619763	0.0502785	0.180806	0.0323671	0.00165723	0.0534062	0.0327796	0.0883763	0.168632	0.0184855	0.0354256	0.008413673	108.6857	0.450751	0.772928	1.08441	1.69191	0.229125	0.133971	0.122628	0.0979865	0.208763	0.207527	0.0195621	0.4301007
22	0	-247.0202	-254.6333	7.613158	0.7618475	0.0252939	0.37931	0.0183906	0.079793	0.048889	0.0631355	0.0330819	0.0722959	0.151107	0.084091	0.121623	0.180168	0.0254934	0.163675	0.0928446	0.0196208	0.1150975	0.02086265	0.116555	0.0292453	0.0766927	0.0522827	0.0228421	0.0153949	0.0685788	0.00562327	0.0421537	0.0982221	0.132429	0.0843209	0.103568	0.0845529	0.067539	0.009147743	114.3946	0.0874186	0.391308	0.945796	2.57548	0.28841	0.164803	0.122908	0.102361	0.125447	0.196071	0.03001039	0.3048192
23	0	-248.7744	-245.751	-3.023399	2.218324	0.0498437	0.0744427	0.0555243	0.0663682	0.005281	0.107104	0.358023	0.950065	0.398691	0.132674	0.197806	0.19259	0.150755	0.780537	0.108088	0.304368	0.2783095	0.0214108	0.0867211	0.0596128	0.0931	0.0215247	0.0564851	0.00510085	0.00876746	0.0197456	0.034892	0.0318461	0.0382604	0.136211	0.332849	0.0674121	0.00747176	0.08039561	19.68289	0.318014	0.676388	1.0746	1.931	0.285778	0.145162	0.117961	0.0831218	0.221745	0.146232	0.1018064	0.7896911
24	0	-240.0037	-245.4695	5.465777	7.445151	0.0202951	0.163925	0.318325	0.0431336	0.0374499	0.187668	0.213158	0.0366685	0.0258144	0.0102749	0.000974506	0.155712	0.0191634	0.417872	0.0141429	0.0643164	0.08046518	0.03256329	0.0344789	0.0863006	0.0836288	0.0939612	0.0208875	0.0121246	0.077613	0.0131626	0.0427307	0.0647412	0.00693914	0.0597374	0.26092	0.063952	0.0788228	0.02572127	25.30223	0.580021	0.846007	1.07792	1.49605	0.227675	0.175247	0.188995	0.132401	0.147747	0.127935	0.05828457	0.441305
25	0	-247.1505	-250.657	3.506533	0.9639147	0.010237	0.0705262	0.943311	0.0515965	0.0654835	0.302828	0.110777	0.115304	0.311139	0.0162806	0.0839046	0.0436016	0.0218372	0.198429	0.214548	0.0156508	0.1629576	0.0495264	0.0612644	0.0305873	0.073997	0.057398	0.0224806	0.0389602	0.172352	0.0651269	0.00796061	0.0682954	0.0714282	0.0490065	0.221643	0.0138775	0.0456226	0.03456897	40.50322	0.129699	0.46563	0.993754	2.41092	0.274192	0.228067	0.108202	0.0776777	0.119839	0.192022	0.08409537	0.4110687
26	0	-210.8158	-249.2299	38.41413	1.4503	0.0018179	0.00924317	0.0058407	0.000690884	0.00151175	0.00563737	0.00752161	0.00240177	0.00380377	0.000146319	0.00979169	0.0196276	0.0080091	0.00175314	0.0337958	0.000217926	0.005569853	0.002377014	0.00831999	0.00157535	0.199687	0.00579062	0.0284942	0.0248408	0.142411	0.0115872	0.100976	0.0937142	0.102534	0.0130474	0.0893523	0.143777	0.0338933	0.00231572	403.8194	0.217542	0.580069	1.04736	2.15502	0.273234	0.21082	0.107659	0.117096	0.17916	0.112031	0.004692734	0.4934693
27	0	-211.8677	-247.8251	35.95745	2.408135	0.00597003	0.00606891	0.0025834	0.00664498	0.00283117	0.00651204	0.019062	0.00417958	0.0126449	0.00450873	0.00334452	0.00125409	0.000797266	0.000498936	0.00235721	0.00101031	0.00676524	0.0004204504	0.0921223	0.00523103	0.204046	0.0485709	0.0975392	0.0476804	0.0842021	0.0147186	0.0209738	0.00266316	0.0794082	0.0551735	0.194115	0.0259809	0.0275743	0.003066113	906.5239	0.33757	0.69241	1.07751	1.89251	0.253845	0.153587	0.132964	0.107287	0.202584	0.149733	0.003486563	0.8794083
28	0	-255.7035	-254.4025	-1.301049	0.9308556	0.0648506	0.114661	0.0212868	0.0424414	0.0624111	0.227844	0.175632	0.00830405	0.716818	0.215447	0.224365	0.216675	0.0230522	0.06259	0.471323	0.0871685	0.1776295	0.002988704	0.0206807	0.140152	0.0964202	0.0740595	0.0144278	0.103825	0.108584	0.033659	0.0214542	0.0163123	0.00261705	0.0447757	0.200568	0.0595754	0.062888	0.03175601	65.3402	0.122959	0.454934	0.987526	2.43458	0.261405	0.13201	0.0688261	0.105113	0.265968	0.166678	0.03474472	0.9139811
29	0	-243.8494	-248.1949	4.345466	2.271912	0.000743721	0.629202	0.0354321	0.0108907	0.0655068	0.0521949	0.14271	0.00801255	0.0251003	0.124785	0.105578	0.0664348	0.199766	0.138171	0.0529164	0.0100101	0.09308166	0.01142205	0.05933	0.0183845	0.191694	0.1217	0.0693329	0.094313	0.0134507	0.0243097	0.0191751	0.0456312	0.0146139	0.00973844	0.193252	0.0486893	0.076385	0.04780124	84.47727	0.323707	0.681128	1.07551	1.91965	0.29286	0.156431	0.0585308	0.16001	0.128731	0.203437	0.05922329	0.8071359
30	0	-253.846	-256.4102	2.564251	1.824574	0.0354654	0.1836	0.0503376	0.0900862	0.130781	0.0510789	0.0704307	0.0364736	0.146588	0.164685	0.0176021	0.0319298	0.23548	0.0298239	0.00681943	0.0107131	0.053873	0.0008075844	0.0320616	0.0191915	0.111295	0.0304139	0.0427707	0.0264109	0.00879519	0.0556177	0.0210572	0.332535	0.0288083	0.169149	0.00612242	0.0863766	0.0293946	0.03518508	142.0355	0.271395	0.634961	1.06491	2.02873	0.278549	0.158924	0.153526	0.0814287	0.157381	0.170191	0.03599266	0.9775625
31	0	-246.5928	-249.4319	2.839073	5.049467	0.00916383	0.112385	0.306106	0.00735929	0.0126115	0.131166	0.0681998	0.168473	0.0322061	0.033151	0.536682	0.151329	0.184201	0.140841	0.247378	0.0822944	0.1684998	0.0500649	0.040003	0.127409	0.0138211	0.0237375	0.0115416	0.0436705	0.0279562	0.0210495	0.0175757	0.138158	0.0379047	0.0431748	0.305173	0.00902448	0.1398	0.01107998	33.32518	0.504119	0.805136	1.08321	1.60753	0.31244	0.2059	0.0913143	0.100036	0.155416	0.134895	0.06114488	0.1812087
32	0	-232.5588	-245.6962	13.13746	0.843498	0.00303842	0.0846899	0.0960965	0.00299368	0.0170017	0.0159088	0.224355	0.0464756	0.0677241	0.0299044	0.016776	0.014474	0.026307	0.129226	0.00625904	0.0216601	0.05093663	0.003442359	0.0270369	0.00729922	0.150711	0.00662175	0.0611669	0.00903093	0.0664738	0.00353322	0.148226	0.024651	0.073287	0.0692527	0.19802	0.123121	0.0315686	0.0314628	124.9361	0.104775	0.424074	0.968315	2.50284	0.287999	0.169446	0.108544	0.111146	0.200368	0.122496	0.03490515	0.9013796
33	0	-249.5716	-250.028	0.4563567	1.384896	0.0336177	0.139838	0.241801	0.0124228	0.000976923	0.0521953	0.243002	0.0787091	0.162309	0.0582911	0.301155	0.305197	0.18876	0.0207362	0.0163043	0.22081	0.1050272	0.0485396	0.0298802	0.0791766	0.0370475	0.111556	0.0833465	0.0869756	0.00242287	0.00908182	0.0221994	0.0338286	0.0228315	0.299079	0.106178	0.0530431	0.0233538	0.009590971	79.25741	0.206981	0.568204	1.04288	2.18193	0.297058	0.167954	0.0914909	0.137476	0.16348	0.142542	0.05813057	0.1649901
34	0	-247.5595	-247.6442	0.08474144	1.576668	0.00895	0.141178	0.147505	0.00777654	0.00793148	0.0591331	0.208733	0.343613	0.000511816	0.201885	0.025049	0.280137	0.0145755	0.0089441	0.324689	0.100495	0.0851838	0.02166133	0.0444063	0.00938088	0.0067395	0.0533286	0.129564	0.0762895	0.0711217	0.0109463	0.0830389	0.0822139	0.128581	0.0163101	0.124867	0.0719461	0.0912665	0.02821827	119.3415	0.236927	0.60084	1.05462	2.10761	0.30231	0.185082	0.113541	0.128899	0.169427	0.100742	0.0498796	0.5657276
35	0	-243.2039	-246.2619	3.058019	2.470169	0.00304721	0.303234	0.0103807	0.0137313	0.00739643	0.0519073	0.298712	0.0257593	0.136652	0.32345	0.0209161	0.203629	0.245912	0.0656983	0.101244	0.0189123	0.1053934	0.02687956	0.130761	0.0101459	0.0690935	0.0831116	0.0132125	0.0335318	0.0107192	0.0676147	0.0361905	0.0133878	0.155548	0.088936	0.159766	0.0403679	0.0876127	0.007123848	106.6491	0.34361	0.697213	1.07828	1.8809	0.272689	0.215537	0.109754	0.101571	0.163036	0.137413	0.0340034	0.209504
36	0	-255.873	-245.6382	-10.2348	2.071605	0.0660689	0.605227	0.0225802	0.199777	0.0185381	0.541684	1.0037	0.277361	1.04807	0.687389	0.308721	0.664461	0.330332	0.556919	0.137729	0.0570971	0.2737134	0.04315697	0.0366956	0.0295914	0.106416	0.0994227	0.0571124	0.0779135	0.138202	0.00984434	0.0327904	0.00961692	0.00123944	0.0492514	0.107636	0.0386742	0.205594	0.007008067	22.15499	0.301675	0.662418	1.07168	1.96422	0.247784	0.248789	0.150343	0.0639174	0.165496	0.12367	0.05016504	0.1397002
37	0	-227.6078	-244.5567	16.94889	2.792322	0.0090579	0.169252	0.0327875	0.00410396	0.00110987	0.0715157	0.0935793	0.0452728	0.0419965	0.0521701	0.185492	0.00103088	0.0369004	0.0451809	0.0124818	0.00761383	0.03527577	0.03447508	0.0523257	0.0396572	0.186105	0.0846805	0.107019	0.0282253	0.172536	0.005726	0.0901519	0.0121224	0.0622339	0.0134166	0.0563592	0.00771749	0.0817232	0.002896728	85.49757	0.372529	0.71934	1.08128	1.82685	0.317737	0.128258	0.124674	0.121556	0.189396	0.118379	0.03737181	0.07751104
38	0	-238.5254	-248.1972	9.67184	2.93656	0.00390744	0.143948	0.0998391	0.0157293	0.0474545	0.0479375	0.0265918	0.0414391	0.102341	0.0770521	0.021405	0.187838	0.127388	0.0543042	0.0297888	0.0283851	0.0954701	0.009582425	0.0531112	0.0846319	0.125299	0.0389327	0.00707086	0.00918349	0.116761	0.0183996	0.0235194	0.0698731	0.030439	0.121148	0.194998	0.101193	0.00544019	0.01630806	97.54532	0.384294	0.727954	1.08218	1.80557	0.21116	0.229932	0.172496	0.0678898	0.161053	0.157469	0.02589049	0.6298863
39	0	-253.9182	-247.5534	-6.364759	1.865986	0.115132	0.178685	0.508426	0.00405572	0.00865152	1.21336	0.159746	0.22939	0.166801	0.190581	0.144115	0.495807	0.479818	0.0453664	0.214806	0.0446989	0.1928116	0.0715928	0.080142	0.00989755	0.168263	0.134981	0.0678621	0.0120728	0.050321	0.00912729	0.157268	0.142556	0.0187325	0.00465647	0.0872098	0.0089827	0.0479282	0.03875416	48.44408	0.276735	0.639962	1.06624	2.01706	0.245404	0.180995	0.0973139	0.0832224	0.194979	0.198087	0.110347	0.3512028
40	0	-248.1741	-241.9244	-6.249692	4.989292	0.213092	0.151519	0.330265	0.566664	0.0605001	0.564827	0.045676	0.381518	0.00902574	0.0234117	0.0721737	0.182331	0.0987906	1.01546	1.04016	0.107223	0.2060219	0.1607588	0.0248289	0.0309565	0.184979	0.123094	0.0351602	0.0303451	0.0792342	0.000209277	0.0180921	0.144679	0.00542695	0.0506351	0.14314	0.00359211	0.125627	0.001499665	18.25493	0.501632	0.803703	1.08332	1.61134	0.313394	0.171413	0.0929713	0.076875	0.19272	0.152628	0.1622584	0.009242449
41	0	-237.6159	-245.795	8.179154	2.006496	0.00693534	0.0762752	0.172708	0.00638607	0.0601463	0.0825297	0.0641024	0.058295	0.0176319	0.0236877	0.0340005	0.00193149	0.0785799	0.106691	0.0413362	0.0043815	0.07249386	0.004814803	0.0279968	0.0204642	0.108406	0.10259	0.0238325	0.0317763	0.150738	0.00353412	0.0548534	0.00682926	0.00238849	0.032735	0.180887	0.140997	0.111973	0.007489499	289.0707	0.294049	0.655703	1.07015	1.9801	0.303564	0.204126	0.15234	0.0745638	0.12734	0.138067	0.0123043	0.6086895
42	0	-214.4498	-239.3728	24.92302	2.823467	0.012435	0.0257098	0.00676406	0.00775186	0.0122953	0.00617948	0.0092219	0.00187359	0.00678938	0.00248953	0.0504441	0.021291	0.0206231	0.0096277	0.019267	0.0144888	0.01550951	0.002041124	0.0147592	0.0355849	0.0977035	0.0325553	0.10557	0.00357387	0.0562446	0.00140044	0.0856104	0.0147846	0.217155	0.00635156	0.162833	0.164091	0.00178095	0.008270486	335.7498	0.375127	0.72126	1.08149	1.82212	0.281686	0.257638	0.0998948	0.0689531	0.16437	0.127459	0.01031161	0.8020557
43	0	-232.6847	-246.0943	13.40965	7.499217	0.033392	0.00664717	0.014827	0.0150516	0.00489049	0.0107708	0.0215367	0.00135095	0.0127377	0.00174541	0.0556018	0.00306825	0.052163	0.0121455	0.0182575	0.00189964	0.01345499	-0.001469208	0.119268	0.00270294	0.205305	0.100047	0.0949873	0.000432183	0.0262865	0.00167163	0.0080796	0.0389704	0.02615	0.0598252	0.158019	0.0716893	0.0865662	0.006150124	575.4618	0.581348	0.846675	1.07779	1.49418	0.24825	0.141793	0.161102	0.108232	0.168705	0.171918	0.004680916	1.313872
44	0	-238.8631	-247.6708	8.807734	1.569616	0.051508	0.41378	0.16482	0.000173894	0.0125599	0.156904	0.126617	0.00990972	0.156329	0.0646123	0.117974	0.0259249	0.0986636	0.122046	0.171838	0.129328	0.09692977	0.06101839	0.0995789	0.0847263	0.1602	0.0368768	0.00619645	0.034893	0.0786453	0.0338787	0.0986513	0.0273298	0.108196	0.0140469	0.153236	0.0389092	0.0246355	0.03061435	31.54412	0.235879	0.599748	1.05426	2.11011	0.314518	0.136586	0.182588	0.0968087	0.118073	0.151426	0.09163273	0.3340984
45	0	-237.3606	-247.671	10.31043	2.148709	0.00325645	0.24657	0.112189	0.137396	0.0129504	0.0287315	0.0685029	0.00451496	0.0406453	0.0339311	0.234211	0.00700204	0.102886	0.0274365	0.00729909	0.0407658	0.0707131	0.03949773	0.084981	0.0833295	0.184094	0.0131278	0.0196431	0.0585956	0.0480628	0.0230223	0.0659376	0.198669	0.0220823	0.00655675	0.151641	0.0238747	0.0163828	0.01486818	82.71996	0.310403	0.669949	1.0733	1.94635	0.22726	0.187175	0.108764	0.120521	0.218848	0.137433	0.05436591	0.2734835
