Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
11	0	-70.15781	-85.8873	15.72948	0.7815129	0.01916128	0.1018562	0.0255489	0.0135653	0.0523275	0.1023	0.190922	0.0267149	0.00554214	0.00608547	0.0647925	0.0129132	0.0627385	0.00339209	0.0233991	0.237294	0.172464	0.03051532	6.964254	0.0916192	0.399583	0.951698	2.5571	0.0440468	0.393718	0.00694387	0.21776	0.288358	0.0491742	0.1323715	0.2305278
12	0	-66.84757	-82.69708	15.84951	1.553324	0.2122744	0.2429483	0.0124334	0.214586	0.00599695	0.00794188	0.0817613	0.077422	0.00915254	0.011006	0.0599949	0.0354749	0.143834	0.0615525	0.0373563	0.0764377	0.16505	0.02083626	1.997478	0.233444	0.597198	1.05341	2.11595	0.0665968	0.477127	0.00251037	0.133384	0.23013	0.0902515	0.2637845	0.0789897
13	0	-69.10864	-80.90136	11.79272	1.332518	0.1011835	-0.01408114	0.0469923	0.0494881	0.0172718	0.0842419	0.00429471	0.144707	0.0193892	0.0100675	0.0790725	0.00543517	0.0332377	0.054977	0.116014	0.313745	0.0210664	0.1276934	11.31534	0.198253	0.558078	1.03886	2.20481	0.0435927	0.399404	0.00286301	0.157873	0.328975	0.0672923	0.1136123	1.12394
14	0	-69.72713	-81.3823	11.65516	0.3661898	0.05286748	0.08948385	0.0646226	0.320366	0.0477203	0.00690017	0.00556409	0.0136146	0.0232921	0.00047724	0.0266145	0.0987876	0.047022	0.0300927	0.0108738	0.224808	0.079245	0.005544564	27.46783	0.0121541	0.156087	0.69194	3.13982	0.0184205	0.480401	0.0194873	0.106623	0.329645	0.0454225	0.09502841	0.05834638
15	0	-68.95914	-80.10989	11.15075	0.7752161	0.02963456	0.07131807	0.0127433	0.275517	0.0924236	0.07432	0.0296016	0.0121109	0.0315374	0.0143689	0.00570478	0.0470988	0.0409165	0.119423	0.00728761	0.181167	0.0557797	0.1003806	12.39416	0.0902751	0.396961	0.949844	2.56292	0.0576812	0.47684	0.0295159	0.100702	0.285795	0.0494664	0.1716987	0.5846324
16	0	-66.63201	-79.38183	12.74982	0.2380579	0.008638267	0.01424203	0.112841	0.0613078	0.001017	0.0746194	0.132442	0.0370218	0.0441633	0.00405872	0.00901131	0.110853	0.0178611	0.0452125	0.00376284	0.266725	0.0791032	0.02794385	25.21747	0.00160113	0.0582115	0.475616	3.46457	0.0149655	0.408301	0.0224377	0.125484	0.387873	0.0409399	0.04218588	0.6623982
17	0	-64.97586	-78.18431	13.20844	1.482824	0.01651815	0.2138597	0.104616	0.0163623	0.0540737	0.252072	0.0350313	0.00893923	0.0558798	0.00376762	0.0393509	0.0105605	0.0323955	0.0437855	0.0626232	0.0567212	0.223821	0.02263675	8.567031	0.222657	0.585672	1.0494	2.14227	0.0317019	0.501998	0.00323439	0.0990771	0.318214	0.0457755	0.2364965	0.09571707
18	0	-73.91579	-87.15196	13.23617	2.658282	0.02981173	0.05259924	0.0926519	0.0180015	0.0268582	0.0865583	0.196517	0.120363	0.0222204	0.0287948	0.0703699	0.0571231	0.0601367	0.0624461	0.0118352	0.140419	0.00570419	0.0286583	9.021735	0.360967	0.710662	1.08022	1.84815	0.0398043	0.461275	0.00329313	0.0828597	0.399344	0.0134231	0.08125754	0.3526848
19	0	-72.71283	-85.70754	12.9947	1.768569	0.08363714	0.4551682	0.0916455	0.0694081	0.0495434	0.113818	0.00914133	0.0487192	0.0360989	0.118853	0.0255484	0.105801	0.0693861	0.0127329	0.0296167	0.168656	0.0510313	0.001905596	3.38155	0.263992	0.627908	1.06295	2.04515	0.0361439	0.514207	0.00790925	0.0743178	0.334037	0.0333856	0.4570738	0.004169121
20	0	-69.31062	-86.71349	17.40287	0.2139703	0.198287	0.1990254	0.0468445	0.00774968	0.0852218	0.0685239	0.0738674	0.0687157	0.0527359	0.024147	0.121697	0.306969	0.022034	0.0344516	0.0217902	0.0411157	0.0241362	0.02286002	1.57864	0.000833694	0.0422037	0.419127	3.53784	0.037333	0.334675	0.0124086	0.0873111	0.433005	0.095267	0.2218855	0.1030262
21	0	-69.19636	-81.37253	12.17618	2.545902	0.08292949	0.0829891	0.083678	0.00360061	0.126867	0.115213	0.0547661	0.106254	0.0264146	0.00152028	0.0111654	0.19104	0.103628	0.0355553	0.0211632	0.110181	0.00895418	0.1021055	5.817555	0.350766	0.70282	1.07913	1.86728	0.0816013	0.443884	0.00361982	0.140329	0.309836	0.02073	0.1850947	0.5516396
22	0	-68.91705	-80.42254	11.50549	0.551245	0.006263644	0.004974201	0.041295	0.0608875	0.0370409	0.305775	0.104686	0.00899542	0.0546886	0.0107774	0.0350512	0.0227255	0.0513782	0.0885936	0.0067556	0.0779791	0.0933711	0.02325064	53.2793	0.043235	0.28406	0.85425	2.81845	0.0168288	0.482408	0.0245003	0.0840871	0.364887	0.0272887	0.02822484	0.8237651
23	0	-78.00565	-88.93801	10.93235	0.2844126	0.01958079	0.04957591	0.17731	0.051014	0.0351859	0.0254228	0.0367322	0.0375327	0.00819948	0.0841987	0.0986116	0.043718	0.0158167	0.161877	0.00493496	0.156821	0.0626254	0.1135135	19.95924	0.00411627	0.092438	0.568673	3.33477	0.0240904	0.540795	0.0418498	0.191651	0.189976	0.0116379	0.1630894	0.6960201
24	0	-64.89308	-76.41003	11.51695	3.455315	0.02431063	0.02078409	0.0701944	0.00100461	0.0810107	0.0715867	0.105149	0.190698	0.0422327	0.00785276	0.019361	0.0249411	0.0927277	0.0816902	0.00543743	0.120645	0.0854689	0.05937281	12.59277	0.421683	0.753982	1.084	1.74034	0.028523	0.460948	0.000981739	0.136656	0.314482	0.0584095	0.0801569	0.7407074
25	0	-64.05255	-80.81833	16.76578	0.4765216	0.07202472	0.3411409	0.0591032	0.204659	0.0605738	0.0987438	0.0802571	0.0841881	0.00832365	0.0148281	0.0221721	0.000951504	0.0214781	0.0132489	0.0157595	0.277069	0.0386445	0.0727138	1.556948	0.0291231	0.236312	0.802403	2.93216	0.00853548	0.49934	0.0105901	0.101187	0.358955	0.0213921	0.4138547	0.1756989
26	0	-77.51992	-87.68018	10.16026	2.966067	0.01144983	0.05456967	0.0853429	0.0802075	0.179782	0.035609	0.135461	0.00818449	0.0362135	0.0575459	0.0265931	0.0483282	0.0373587	0.00608411	0.0343639	0.0778276	0.151098	0.01035157	24.71128	0.38662	0.729632	1.08234	1.80141	0.055319	0.521131	0.0219216	0.130347	0.184328	0.0869533	0.06492124	0.1594482
27	0	-76.57404	-90.78886	14.21482	1.720556	0.01225246	0.2830723	0.0545045	0.0201024	0.0146824	0.0149316	0.0439472	0.0618251	0.0626449	0.0301234	0.176709	0.0348902	0.194068	0.0713351	0.0423879	0.0416495	0.136198	0.01170445	5.489877	0.257473	0.621577	1.06112	2.05983	0.147407	0.382057	0.0105699	0.0800561	0.319056	0.060854	0.2947768	0.03970616
28	0	-67.23263	-80.02222	12.7896	0.6029757	0.01908191	0.01225467	0.106735	0.0102902	0.0411138	0.0377312	0.0585663	0.0550183	0.0482252	0.00529358	0.0229772	0.17527	0.196496	0.0123321	0.028169	0.0149058	0.186877	0.008756259	35.28574	0.0537224	0.313922	0.88283	2.74953	0.0523873	0.436204	0.00235478	0.119228	0.318026	0.0717998	0.02101092	0.4167479
29	0	-75.95858	-86.53904	10.58047	1.954735	0.009541804	-0.001114443	0.0164495	0.104093	0.068041	0.023963	0.0760111	0.113111	0.0943651	0.0184889	0.0446441	0.00604197	0.0966232	0.0403277	0.00776672	0.191338	0.098736	0.08423109	22.55539	0.287811	0.650112	1.06881	1.99326	0.137017	0.331655	0.032294	0.140818	0.33276	0.0254574	0.08311664	1.013408
30	0	-67.09495	-80.0789	12.98395	1.998472	0.02720967	-0.0005323997	0.0353995	0.0750388	0.0475678	0.0990331	0.0425238	0.0343585	0.0275723	0.0008722	0.028762	0.159084	0.0466613	0.0935112	0.0108516	0.247499	0.0512648	0.07146955	8.19366	0.293092	0.654851	1.06995	1.98211	0.0555458	0.363692	0.00690023	0.139445	0.372251	0.0621671	0.07093715	1.007505
31	0	-71.50734	-84.69871	13.19138	1.862634	0.07101462	-0.06289391	0.107375	0.165988	0.0426326	0.206597	0.0155771	0.010083	0.0413247	0.0590941	0.0335088	0.0436218	0.0362073	0.0964754	0.000893567	0.0765952	0.0640266	0.2067997	2.975685	0.276307	0.639564	1.06614	2.01799	0.0523823	0.458846	0.0183154	0.103449	0.34123	0.0257775	0.1439058	1.437049
32	0	-64.95899	-75.873	10.91401	2.977303	0.01298258	0.02409174	0.135482	0.0986841	0.0329444	0.127848	0.045958	0.00338359	0.0566524	0.0109609	0.0167194	0.0141162	0.0229783	0.0568512	0.000379124	0.116206	0.260837	0.030813	17.97479	0.387498	0.730263	1.0824	1.79984	0.0391681	0.437122	0.00614039	0.112065	0.369737	0.0357665	0.05490475	0.5612084
33	0	-67.17895	-82.21464	15.03569	1.572999	0.1509282	0.1723025	0.0324917	0.0162925	0.0644629	0.0711019	0.0783619	0.0641095	0.0597337	0.0281526	0.00345402	0.0530513	0.0241775	0.014186	0.145937	0.0968728	0.247615	0.06015141	3.563643	0.236382	0.600273	1.05444	2.10891	0.0357144	0.32573	0.0145547	0.165328	0.388158	0.0705145	0.2324539	0.2587671
34	0	-75.28823	-86.34842	11.06019	1.423169	0.01088079	0.03476622	0.00560349	0.0180798	0.0785347	0.100026	0.0651944	0.170637	0.0219848	0.0290297	0.0405125	0.0771105	0.0657252	0.152906	0.0187455	0.0990387	0.0568721	0.0354768	22.67774	0.213206	0.575247	1.04557	2.16597	0.149089	0.293988	0.0133963	0.135366	0.338364	0.0697972	0.07024303	0.505058
35	0	-69.35485	-83.02338	13.66852	1.554687	0.02045184	-0.02480862	0.181519	0.0800146	0.167392	0.141664	0.000718771	0.0156312	0.00394518	0.00101001	0.00906705	0.025851	0.0231271	0.099543	0.0423225	0.0936421	0.114553	0.1103582	7.884499	0.233648	0.597413	1.05348	2.11546	0.0353533	0.357366	0.00897457	0.19583	0.307724	0.0947526	0.08554953	1.289991
36	0	-62.72134	-78.5688	15.84745	0.5107477	0.07755403	0.1308609	0.1166	0.0430087	0.0887991	0.0471201	0.0659616	0.0575622	0.0827393	0.00769273	0.024693	0.0774047	0.0271917	0.217138	0.00158446	0.089916	0.0525879	0.01750201	8.015254	0.0353967	0.258874	0.827934	2.8778	0.0285686	0.37149	0.00318787	0.110763	0.430678	0.0553125	0.1483629	0.1179676
37	0	-65.15055	-78.08057	12.93003	1.499229	0.03928047	0.05882041	0.00145195	0.0188518	0.00906742	0.169361	0.0839144	0.15674	0.00444496	0.000896848	0.0219075	0.0540932	0.0505639	0.0114116	0.0606711	0.317177	0.0394467	0.01104934	16.08142	0.225203	0.588428	1.05038	2.13599	0.0413135	0.514448	0.00183294	0.124085	0.265638	0.0526826	0.06986975	0.158142
38	0	-62.11509	-78.0197	15.9046	1.355161	0.02942634	0.08656472	0.189252	0.00187059	0.0406048	0.142431	0.00962612	0.0543866	0.0026458	0.00120747	0.0953562	0.165806	0.0151115	0.0370862	0.00473902	0.104342	0.135535	0.008313786	6.841782	0.202056	0.562527	1.04065	2.19477	0.0201113	0.451083	0.00747433	0.10517	0.391061	0.0251006	0.0948785	0.08762561
39	0	-69.62801	-82.60334	12.97532	0.7886295	0.007849568	0.03593027	0.209681	0.0332508	0.00982606	0.143574	0.0569157	0.00699417	0.0490135	0.0303792	0.00504036	0.0133092	0.0473058	0.175165	0.000821938	0.0498719	0.168851	0.006686503	24.10797	0.093137	0.402516	0.953754	2.55059	0.0198364	0.433487	0.0242318	0.113352	0.328958	0.0801339	0.04261678	0.1568984
40	0	-72.17061	-83.98352	11.81291	0.6735357	0.005186865	0.08477323	0.0443718	0.0445717	0.123033	0.239045	0.129023	0.12741	0.071	0.0168096	0.0398468	0.0504197	0.0349427	0.00834522	0.00661707	0.0276649	0.0369	0.002158463	25.87651	0.0685469	0.350771	0.914652	2.66603	0.0306638	0.381247	0.00191875	0.0706187	0.461669	0.0538832	0.08693169	0.02482941
41	0	-72.58246	-85.01049	12.42802	1.217059	0.04942842	0.008457986	0.025107	0.0581601	0.023697	0.217529	0.183165	0.00681983	0.0318281	0.00158551	0.0526463	0.0618509	0.00972955	0.089983	0.0483219	0.0328956	0.156681	0.05694199	11.69114	0.178131	0.533513	1.02836	2.25999	0.0729219	0.361804	0.0105058	0.134644	0.281865	0.138259	0.06539998	0.8706729
42	0	-66.57242	-82.70441	16.13199	0.3001031	0.02712165	0.06506667	0.0502421	0.0235725	0.0201441	0.149298	0.0618663	0.0441664	0.0652138	0.0180511	0.000384384	0.148159	0.0299031	0.0310264	0.145462	0.0668846	0.145626	0.01689127	9.564921	0.00530367	0.104575	0.595976	3.29415	0.0515287	0.497838	0.00336159	0.138105	0.255156	0.0540111	0.08195794	0.2060968
43	0	-69.37218	-84.85246	15.48027	0.6255307	0.03984398	0.06772283	0.127734	0.0609059	0.102145	0.155499	0.0179374	0.0109782	0.139257	0.0240153	0.000487711	0.00166928	0.0476343	0.0187067	0.0509301	0.162309	0.0797909	0.1807597	1.901899	0.0584128	0.326169	0.893805	2.72161	0.0188643	0.397983	0.0775792	0.0940258	0.319409	0.0921379	0.2484825	0.7274543
44	0	-70.77611	-87.05323	16.27712	0.1779739	0.03795327	0.008499675	0.00365782	0.122355	0.00562702	0.271443	0.0983453	0.0185828	0.036334	0.0245138	0.0122916	0.00848977	0.0195781	0.0157525	0.0255504	0.153075	0.184404	0.08508237	5.400124	0.000225956	0.0221125	0.323789	3.65387	0.0194332	0.360376	0.0166246	0.126709	0.442469	0.034388	0.09358205	0.9091741
45	0	-72.06615	-82.46928	10.40313	2.55267	0.02202928	0.05533074	0.0119867	0.0811872	0.157393	0.0305811	0.0146328	0.00332464	0.00329586	0.00272284	0.0663681	0.0763077	0.00171992	0.116025	0.0469335	0.111242	0.27628	0.04396752	25.35209	0.351394	0.703308	1.0792	1.8661	0.0511847	0.534095	0.0113814	0.125893	0.264611	0.0128351	0.09929826	0.4427824
46	0	-67.57541	-83.32104	15.74562	0.8839656	0.1185212	0.01216184	0.0410537	0.0760594	0.0689942	0.02846	0.108498	0.0339266	0.160098	0.0498983	0.000209775	0.0210988	0.153412	0.022115	0.00434056	0.0918081	0.140026	0.07819297	3.177477	0.113261	0.438865	0.977757	2.47012	0.0156786	0.513188	0.0286521	0.0687141	0.306106	0.0676612	0.09035481	0.8653991
47	0	-64.9042	-81.74382	16.83962	1.390118	0.1522204	0.3527911	0.0969026	0.123201	0.0457788	0.0823169	0.0578762	0.0627799	0.065003	0.0294273	0.0165484	0.0248699	0.0279903	0.114924	0.00452807	0.0687616	0.179092	0.02206149	0.7894315	0.207838	0.569183	1.04326	2.17972	0.0296441	0.44144	0.0387766	0.0722492	0.389177	0.028713	0.3748526	0.05885379
48	0	-70.10198	-82.25186	12.14987	4.246667	0.04178623	0.2270365	0.0646401	0.0126064	0.0511339	0.0115425	0.222997	0.1057	0.0342504	0.0036031	0.0830528	0.0020333	0.0791994	0.0816383	0.0544052	0.0997567	0.0934408	0.0004873257	5.626944	0.46742	0.783329	1.08429	1.66496	0.0157251	0.521072	0.0161057	0.0794205	0.328884	0.0387928	0.2275238	0.002141867
49	0	-64.88316	-77.4345	12.55134	4.830062	0.06457634	0.1205093	0.0521946	0.118283	0.0991005	0.112992	0.240929	0.00882806	0.00643294	0.00188369	0.059156	0.00781794	0.034313	0.0771771	0.0139875	0.158219	0.00868642	0.07428926	2.692042	0.494863	0.799771	1.08359	1.62178	0.0206529	0.490893	0.00157904	0.0898677	0.336553	0.0604553	0.1947985	0.3813646
50	0	-63.63996	-78.26193	14.62197	0.6228747	0.03878518	0.1352328	0.0346544	0.121978	0.0314581	0.0768068	0.0894542	0.0289897	0.0314641	0.000301905	0.0139206	0.059421	0.0504157	0.167023	0.00042546	0.276064	0.0176235	0.04513797	7.928086	0.0578576	0.324751	0.892555	2.72484	0.0806479	0.457083	0.0021937	0.0865819	0.340249	0.0332447	0.1803708	0.250251
51	0	-66.33097	-80.76048	14.42951	1.062219	0.0202509	0.09071722	0.026981	0.0460484	0.0809918	0.0948338	0.0233732	0.0358245	0.0461338	0.0381623	0.035546	0.0449002	0.295026	0.0192046	0.0216902	0.0497243	0.14156	0.01464546	12.08745	0.149199	0.494686	1.00959	2.34652	0.0233351	0.467435	6.93664e-05	0.116063	0.297067	0.09603	0.1053627	0.1390004
52	0	-68.79252	-80.81171	12.01919	0.660214	0.02264412	-0.01037116	0.0321707	0.0936465	0.0232995	0.0525234	0.0393609	0.343368	0.100293	0.00670966	0.0125606	0.0858065	0.00810092	0.0239252	0.00636246	0.018154	0.153718	0.03363077	26.15311	0.0657188	0.344137	0.909183	2.68096	0.0590902	0.45049	0.00620912	0.103166	0.305876	0.0751694	0.02325961	1.445887
53	0	-72.7362	-83.97025	11.23404	0.7223504	0.007090342	0.005474329	0.0426089	0.219999	0.00664449	0.0221638	0.060135	0.0528827	0.0443605	0.050838	0.0502936	0.00765209	0.186603	0.0453723	0.00892453	0.129888	0.071635	0.01219122	62.7502	0.0789673	0.373888	0.932877	2.61427	0.0534837	0.372675	0.0550245	0.188192	0.286542	0.0440831	0.01766555	0.6901128
54	0	-64.38502	-80.05148	15.66646	0.9626441	0.02268817	0.07051975	0.0524543	0.0380969	0.0355658	0.247238	0.09629	0.0564468	0.09836	0.0205091	0.00597931	0.00289805	0.118426	0.00864634	0.0285699	0.0738824	0.116637	0.0001310533	11.79132	0.129441	0.465228	0.993524	2.41181	0.0586097	0.500915	0.0067872	0.0555085	0.320048	0.0581321	0.0706508	0.001854944
55	0	-69.63034	-78.53147	8.90113	0.921412	0.005880605	0.003311419	0.165621	0.0710723	0.050075	0.0416534	0.0583838	0.0254327	0.0443942	0.00567969	0.0201867	0.0102621	0.111217	0.0333725	0.112052	0.245148	0.00545005	0.01269277	115.3684	0.121019	0.451785	0.985651	2.44154	0.0354676	0.38624	0.014599	0.0901871	0.434023	0.0394835	0.01600419	0.7930905
56	0	-67.17236	-83.26938	16.09702	0.7165544	0.06828287	0.167292	0.0647953	0.00366742	0.0166679	0.225615	0.04591	0.0727621	0.0715835	0.0300727	0.0512354	0.0754511	0.0722928	0.0139667	0.0387338	0.138258	0.0789878	0.00919234	5.760847	0.0777272	0.371237	0.930852	2.62018	0.116292	0.371323	0.00823477	0.109874	0.357922	0.0363542	0.1764843	0.05208587
57	0	-65.73073	-82.0464	16.31568	0.7524592	0.04373028	0.05265411	0.0776776	0.0246296	0.0660441	0.196678	0.0483833	0.0493316	0.112817	0.00981661	0.0617718	0.0991113	0.100882	0.0156437	0.0366223	0.0930252	0.00756528	0.05414587	4.082242	0.0854107	0.387266	0.942858	2.58447	0.038457	0.408681	0.0069367	0.0805899	0.410212	0.0551233	0.1068	0.5069839
58	0	-71.24804	-84.00306	12.75502	1.071938	0.03571061	0.03076436	0.230811	0.0325959	0.0481873	0.0527641	0.00975079	0.0992818	0.033325	0.00831176	0.110941	0.0168195	0.0542911	0.0342788	0.0437347	0.0317707	0.193137	0.09555776	11.98886	0.15108	0.497355	1.01097	2.3406	0.0303188	0.407739	0.00542874	0.0686554	0.416276	0.0715822	0.1263221	0.7564611
59	0	-66.975	-82.702	15.727	1.043036	0.02468339	0.06503358	0.0942446	0.194501	0.0145748	0.180149	0.0135012	0.0262672	0.0232456	0.0164768	0.0279435	0.0386185	0.0716497	0.105442	0.0149724	0.143692	0.034722	0.009113134	7.724062	0.14546	0.489316	1.00678	2.35844	0.0449974	0.36524	0.00623826	0.0930209	0.369574	0.120929	0.07414671	0.1229068
60	0	-68.2498	-83.71728	15.46748	0.2840737	0.04675471	0.04859549	0.0301215	0.0236824	0.0676863	0.221176	0.00672042	0.0147665	0.0755374	0.0220349	0.0227336	0.0220248	0.128457	0.0299913	0.0154969	0.10149	0.21808	0.01017973	14.44407	0.00409253	0.0921777	0.568061	3.33567	0.029757	0.48214	0.0106178	0.0510715	0.360976	0.0654375	0.05877522	0.1731977
61	0	-70.87286	-80.45445	9.581596	0.7463648	0.00207977	0.002113273	0.0368656	0.0401228	0.0517586	0.0433146	0.166846	0.000820593	0.0655065	0.0312845	0.00774963	0.135411	0.0767181	0.00216305	0.0106537	0.253375	0.0774103	0.007693953	79.91398	0.0841067	0.384609	0.940909	2.59038	0.0651318	0.503847	0.0131937	0.0743141	0.300888	0.0426249	0.009807226	0.7845188
62	0	-68.6262	-80.46551	11.83931	3.213337	0.01447102	0.09103991	0.0295029	0.196636	0.0186057	0.136906	0.00240818	0.0206859	0.0697799	0.0416196	0.02301	0.0155629	0.115109	0.156418	0.0121825	0.10221	0.0593626	0.04107825	13.40246	0.405121	0.742695	1.08338	1.7688	0.0225204	0.433929	0.0230377	0.079931	0.378374	0.0622082	0.1321182	0.3109205
63	0	-73.12809	-87.19788	14.06979	1.747162	0.02656216	0.1442905	0.0511817	0.0359639	0.0252954	0.0247552	0.126382	0.015112	0.0684021	0.0217873	0.0054652	0.0647427	0.0032408	0.229319	0.00641686	0.135508	0.186427	0.04463616	8.304572	0.261105	0.625119	1.06215	2.05162	0.0117887	0.37724	0.104199	0.0754654	0.361931	0.069376	0.1889267	0.2362618
64	0	-67.24323	-81.65662	14.41339	0.6355762	0.09705878	0.2652325	0.0348483	0.039972	0.0148611	0.387241	0.0271648	0.0182848	0.0929928	0.0169119	0.0556275	0.0146976	0.14631	0.0382487	0.0354571	0.0446419	0.0327405	0.05649993	5.071632	0.0605188	0.331479	0.898437	2.70956	0.0493331	0.540935	0.0128824	0.11367	0.247119	0.0360601	0.3217324	0.1756116
65	0	-64.98512	-76.4444	11.45929	3.240796	0.02916422	0.09601057	0.0334644	0.110115	0.0335089	0.102054	0.0930745	0.0136705	0.0104369	0.00182329	0.00255981	0.0237172	0.234052	0.015539	0.00719864	0.14784	0.170947	0.02112752	14.74663	0.407073	0.744045	1.08347	1.76541	0.0239609	0.480818	0.0037095	0.132148	0.326013	0.0333509	0.1171381	0.1803642
66	0	-66.60632	-80.55177	13.94545	1.973518	0.0466856	-0.01267723	0.201864	0.0196044	0.0259742	0.0749413	0.0314702	0.0105263	0.0393142	0.0907232	0.0151479	0.0304556	0.0178932	0.0492048	0.116558	0.119847	0.156475	0.08069955	4.558281	0.290093	0.652168	1.06931	1.98843	0.0267861	0.493686	0.001186	0.142019	0.297347	0.0389757	0.06802232	1.186369
