Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-42.31515	-81.41293	39.09779	2.995489	0.000663826	0.0235969	0.00180542	0.00115273	0.0135614	0.0102163	2.7533e-05	0.0052235	0.009950664	-0.004903563	0.139303	0.132785	0.0140687	0.101718	0.0124941	0.00742716	0.0478458	0.00850321	0.0413255	0.122928	0.0421276	0.0603872	0.00675005	0.144158	0.118179	0.02330819	55.10295	0.388913	0.731278	1.08249	1.79732	0.0332412	0.399727	0.00460116	0.134702	0.418201	0.00952801	0.01840462	1.266431
1100	-67.42274	-85.33697	17.91423	1.45293	0.0178424	0.0439728	0.482061	0.0639226	0.27221	0.237929	0.0711724	0.110084	0.2361426	0.327611	0.0888416	0.00411914	0.0799695	0.0397055	0.0161755	0.0291691	0.106851	0.00557788	0.0700401	0.105568	0.159509	0.094435	0.0156245	0.133733	0.0506818	0.1071264	3.094079	0.217959	0.580529	1.04753	2.15398	0.0607544	0.440472	0.0684571	0.064129	0.289274	0.0769136	0.4347374	0.2464164
1200	-64.46596	-87.94796	23.482	0.4170154	0.0245897	0.543379	0.0903001	0.0950771	0.0895285	0.061052	0.0970032	0.134954	0.1235132	0.06521793	0.0300172	0.0796261	0.147737	0.0958322	0.00466551	0.0037645	0.0151569	0.0315648	0.101089	0.00356994	0.0217504	0.0165249	0.035266	0.365486	0.0479502	0.002682894	6.465081	0.0192438	0.194348	0.749056	3.03735	0.0356581	0.316509	0.0153851	0.182803	0.327176	0.12247	0.06790082	0.03951195
1300	-52.12261	-81.64905	29.52645	1.537599	0.0427964	0.0192491	0.0100629	0.0270729	0.155269	0.09376	0.001291	0.106372	0.05507265	0.08280144	0.0459566	0.176899	0.016778	0.0431295	0.0273234	0.016724	0.0759023	0.00110313	0.239489	0.151656	0.00770933	0.0693591	0.0581162	0.0571712	0.0126839	0.003654893	10.69228	0.231073	0.594698	1.05256	2.12167	0.0174734	0.394139	0.00204352	0.0829669	0.44362	0.059757	0.08645633	0.04227444
1400	-44.12452	-82.48937	38.36485	1.708501	0.0141704	0.0223593	0.00303423	0.00742454	0.037231	0.00910352	0.00839404	0.0189126	0.01065828	0.07623743	0.140149	0.0031158	0.0423931	0.0245978	0.067644	0.0531065	0.274893	0.0049636	0.116435	0.0545582	0.0433929	0.0315122	0.0402953	0.0875419	0.0154017	0.06273951	6.162652	0.25581	0.619944	1.06064	2.06361	0.0792069	0.337579	0.00497193	0.0747991	0.428093	0.0753495	0.1389769	0.4514383
1500	-54.47078	-83.20631	28.73553	0.4707731	0.00250175	0.0182451	0.0122332	0.0537053	0.042647	0.0935659	0.27511	0.0340648	0.06561576	0.02758692	0.0391747	0.000601984	0.073766	0.0395563	0.0178757	0.00143539	0.0656672	0.0572153	0.0813593	0.0761931	0.0679546	0.00986254	0.00766198	0.4613	0.00037592	0.05341309	7.333314	0.0281071	0.232408	0.797779	2.94171	0.0502453	0.436453	0.0167076	0.197859	0.265909	0.0328254	0.08100001	0.6594208
1600	-48.66894	-86.10843	37.43949	0.924897	0.00626179	0.0114044	0.00155862	0.0290442	0.0110155	0.017002	0.0578777	0.0303819	0.01487628	0.06157151	0.12042	0.0219424	0.17736	0.039222	0.198242	0.0447448	0.0256171	0.0051901	0.104924	0.0223079	0.0664409	0.0181903	0.0220186	0.100009	0.0333709	0.01584898	12.73006	0.121736	0.452952	0.986349	2.43896	0.00640477	0.536085	0.0630136	0.122113	0.241798	0.0305854	0.0774205	0.204713
1700	-50.48999	-78.52937	28.03939	4.375596	0.00931686	0.0656581	0.0431267	0.0656161	0.00532465	0.00905449	0.0602054	0.0427987	0.02649785	0.003356028	0.0146328	0.00395803	0.0210883	0.166173	0.0630475	0.0442881	0.0285517	0.00527353	0.0243401	0.0160799	0.0937466	0.0586618	0.00592581	0.313882	0.140351	0.02367311	12.29598	0.473876	0.787272	1.08418	1.65467	0.0488036	0.43719	0.00353395	0.117282	0.328081	0.0651094	0.02702914	0.8758366
1800	-43.45032	-79.2046	35.75428	0.727227	0.000818431	0.0438642	0.0191194	0.0200994	0.0330132	0.0529668	0.0278597	0.00800442	0.03793175	0.05691072	0.0404687	0.00395481	0.0847296	0.188462	0.0141081	0.0953519	0.0250261	0.000580964	0.00315159	0.11609	0.0881613	0.00118241	0.0253629	0.229297	0.0840738	0.007413006	12.60466	0.0800108	0.376098	0.934555	2.60934	0.0311118	0.481379	0.00427153	0.0641211	0.372309	0.046808	0.06432372	0.1152453
1900	-63.03365	-88.82697	25.79332	1.052615	0.00121907	0.273178	0.0206759	0.161622	0.100208	0.0505742	0.0349754	0.103291	0.06861484	0.05207702	0.0470464	0.0123055	0.0906228	0.0510142	0.0675085	0.0728957	0.0963775	0.0581567	0.18224	0.133225	0.0495743	0.00422521	0.00416119	0.111946	0.0187021	0.1288658	4.037499	0.147331	0.492015	1.0082	2.35246	0.165298	0.395152	0.0137577	0.0764622	0.323016	0.0263139	0.1809428	0.7121907
2000	-58.01178	-80.64765	22.63587	3.456828	0.0710018	0.0496628	0.100918	0.0259943	0.081513	0.196871	0.0549383	0.0553812	0.1671018	0.103327	0.0506713	0.019278	0.0152571	0.146685	0.0775663	0.0523064	0.0528805	0.00130912	0.0943386	0.123847	0.127961	0.0247084	0.0441114	0.16452	0.00456006	0.03836672	6.014049	0.421782	0.754048	1.084	1.74017	0.0225117	0.345958	0.00835827	0.120437	0.434026	0.068708	0.1416937	0.2707722
2100	-40.3249	-79.01588	38.69099	1.309808	0.0346031	0.0247685	0.00707593	0.0176143	0.0113486	0.00308856	0.00363578	0.00713076	0.01425809	0.01162746	0.120522	0.226924	0.0226937	0.0249204	0.0380273	0.0190653	0.076099	0.00275029	0.00813799	0.0900041	0.146062	0.00833213	0.00531009	0.193908	0.0172429	0.05573567	25.82115	0.194391	0.5535	1.03698	2.21513	0.0263828	0.399136	0.00447629	0.140735	0.407026	0.0222437	0.06736314	0.8273913
2200	-53.44461	-83.52014	30.07553	0.8907945	0.0357828	0.0094028	0.103445	0.0760062	0.0391437	0.0630302	0.00446415	0.031945	0.04966366	-0.01034858	0.256787	0.00589835	0.0374175	0.0954825	0.00246933	0.138596	0.0376939	0.0642789	0.049673	0.0481042	0.0313309	0.025993	0.0316387	0.131981	0.0426552	0.1229193	8.372061	0.114683	0.441274	0.979254	2.46479	0.0505221	0.398187	0.00851523	0.190338	0.277012	0.0754246	0.1125707	1.09193
2300	-34.64526	-80.08688	45.44162	1.853837	0.00353125	0.00291768	0.00206645	0.00102613	0.0116232	0.0103401	0.00306681	0.00443309	0.006042388	0.01280427	0.140993	0.0268766	0.178993	0.0033393	0.0529539	0.106709	0.0947865	0.00948671	0.0880797	0.0207248	0.0528479	0.150458	0.00106912	0.0350738	0.03761	0.02518334	29.73163	0.27518	0.638513	1.06586	2.02045	0.0131903	0.463239	0.0156211	0.076651	0.39214	0.0391591	0.0379876	0.6629356
2400	-51.39641	-83.41506	32.01865	0.4056592	0.309361	0.00728116	0.00226524	0.0039011	0.0111254	0.0487262	0.0151149	0.0675557	0.04818035	0.2557093	0.0777153	0.0254097	0.0660286	0.089877	0.0129222	0.0987298	0.0440775	0.00374598	0.144688	0.0476405	0.20518	0.00848068	0.0109892	0.152381	0.0121352	0.0159027	2.841327	0.0175392	0.185971	0.737333	3.05916	0.0133334	0.420438	0.00719853	0.0690543	0.433382	0.056594	0.271612	0.05854935
2500	-49.62062	-79.81837	30.19775	1.646777	0.0233593	0.0724815	0.0113351	0.0034191	0.0259228	0.099326	0.027852	0.00533406	0.04811406	-0.009813771	0.250155	0.0407025	0.0710224	0.0346859	0.0122191	0.153107	0.0261781	0.00778801	0.110225	0.031061	0.0737997	0.0979638	0.0116739	0.0452598	0.0341585	0.06554079	17.95396	0.247132	0.611294	1.05799	2.08358	0.0191728	0.387138	0.00564407	0.110676	0.406364	0.0710051	0.05572702	1.176104
2600	-48.39207	-80.70506	32.313	1.291354	0.021431	0.0183367	0.0839843	0.0281354	0.027216	0.0117503	0.0631263	0.010021	0.05192253	-0.001659786	0.159799	0.0323046	0.00253158	0.270774	0.0547111	0.0423662	0.0194072	0.00421015	0.136381	0.0122803	0.00996169	0.0530737	0.0118914	0.141942	0.0483663	0.06745383	8.930331	0.191219	0.549693	1.03539	2.22369	0.0223581	0.422812	0.0106408	0.169438	0.316292	0.0584582	0.06579404	1.025227
2700	-63.65925	-84.43656	20.77731	1.3451	0.00668977	0.0789895	0.0354534	0.00490561	0.401037	0.14247	0.436732	0.0375826	0.112394	0.1661789	0.149119	0.0683166	0.0659647	0.00487168	0.0469335	0.134074	0.0617221	0.041076	0.0724674	0.0421955	0.0982918	0.0348452	0.109454	0.0591966	0.0114715	0.07906137	4.167694	0.200372	0.560564	1.03986	2.1992	0.0301605	0.480819	0.0155718	0.0926072	0.333977	0.0468649	0.2452403	0.3223833
2800	-46.43319	-77.26918	30.83599	2.173812	0.0968321	0.0383178	0.0673928	0.00915185	0.0354633	0.00280076	0.0403971	0.00680124	0.02923851	-0.003851715	0.0527425	0.120682	0.00935251	0.0272908	0.0230391	0.0137787	0.0239098	0.00648162	0.0166351	0.123539	0.147054	0.170874	0.0107624	0.217173	0.0366863	0.04476794	7.993514	0.313176	0.672309	1.07379	1.94073	0.0262735	0.479188	0.000391035	0.122487	0.337478	0.034183	0.04091623	1.094137
2900	-63.04525	-85.59469	22.54945	1.229479	0.0463408	0.053018	0.0106684	0.0707028	0.174967	0.041729	0.0899684	0.0433024	0.1202059	0.2593609	0.113284	0.0820406	0.00699841	0.00523777	0.07916	0.136859	0.0201491	0.0157366	0.0512913	0.00246222	0.0505469	0.151064	0.0424343	0.232923	0.00981188	0.02202397	8.65243	0.180355	0.536318	1.02961	2.25371	0.0233836	0.479404	0.036209	0.125068	0.274834	0.0611018	0.2813848	0.07826993
3000	-54.68799	-83.11895	28.43097	1.978412	0.0289139	0.111808	0.00771066	0.0721651	0.0399548	0.0497334	0.034586	0.0855607	0.08552527	0.05718427	0.0921295	0.00733098	0.0469762	0.003293	0.00597733	0.0410287	0.00694601	0.0105076	0.0184719	0.252561	0.10001	0.259276	0.0220637	0.114875	0.018553	0.032964	7.61226	0.290684	0.652698	1.06944	1.98718	0.00980958	0.564602	0.00474198	0.113766	0.260817	0.0462635	0.09014827	0.3656643
3100	-68.42929	-82.90743	14.47814	1.194778	0.0293723	0.194957	0.0100479	0.161034	0.742774	0.618471	0.682243	0.183934	0.30388	0.13383	0.00403955	0.0521702	0.198813	0.0101598	0.0869653	0.021583	0.0671164	0.00650236	0.0511177	0.131102	0.143082	0.00527084	0.0449592	0.170391	0.00672838	0.01241028	4.516119	0.174105	0.528376	1.02603	2.27149	0.0341873	0.43879	0.00141187	0.0682458	0.381721	0.0756441	0.1462403	0.08486222
3200	-68.35085	-86.80607	18.45522	0.3051865	0.341978	0.0371289	0.108213	0.447192	0.0061703	0.22387	0.0833263	0.207171	0.1192641	-0.0352407	0.43334	0.166774	0.0216007	0.029644	0.00518095	0.0282615	0.00795358	0.00486482	0.0501634	0.128052	0.00549613	0.00242717	2.51901e-05	0.0334711	0.0827457	0.08081383	7.471248	0.00572546	0.108536	0.604411	3.28133	0.0343225	0.431421	0.0351639	0.202574	0.262889	0.0336287	0.04557313	1.773278
3300	-56.50167	-80.37662	23.87494	0.5442286	0.110375	0.172054	0.0326471	0.0694499	0.469639	0.175871	0.120774	0.0450987	0.1247911	0.07264021	0.0719961	0.0202099	0.0533474	0.106158	0.113794	0.030899	0.203011	0.00129536	0.0239298	0.0213974	0.136163	0.0149578	0.0220496	0.173171	0.00762003	0.008271295	3.207341	0.0418497	0.279812	0.849962	2.82838	0.0561332	0.496963	0.00471255	0.0553808	0.323557	0.0632535	0.0809115	0.1022264
3400	-54.52339	-86.60373	32.08034	1.079216	0.0819438	0.0507862	0.0301661	0.0157708	0.0091565	0.0548569	0.0667126	0.025636	0.03094391	0.1562764	0.126293	0.00600259	0.238389	0.00303976	0.0554019	0.129209	0.0963282	0.000199606	0.00505813	0.0170481	0.180866	0.00100977	0.0313119	0.070324	0.03952	0.02628229	6.032275	0.152483	0.499332	1.01198	2.33621	0.0176699	0.546131	0.00547568	0.0709313	0.293558	0.0662334	0.1825587	0.1439662
3500	-42.61664	-80.01217	37.39553	0.9101437	9.10905e-05	0.0466371	0.012738	0.0152782	0.0382846	0.0115038	0.0225966	0.00331489	0.02193909	0.1432516	0.103412	0.0219071	0.00893947	0.0395237	0.0169529	0.0562985	0.135863	0.0319694	0.138664	0.0237497	0.013125	0.0223322	0.013928	0.36375	0.00958449	0.005324776	11.15702	0.118695	0.447971	0.983355	2.44998	0.0402769	0.487548	0.00638269	0.0893072	0.314466	0.0620187	0.1485764	0.03583864
3600	-64.99496	-83.80963	18.81468	0.1751878	0.107368	0.081433	0.110551	0.103771	0.231137	0.343259	0.490883	0.26083	0.1751164	0.03496487	0.243298	0.106988	0.128115	0.0138126	0.0820872	0.0513242	0.00875509	0.0128053	0.0359165	0.0806239	0.0622898	0.0278301	0.000108331	0.0558309	0.0902149	0.008076684	8.106113	0.000199708	0.020798	0.315893	3.66311	0.0231623	0.462251	0.0165812	0.111041	0.34541	0.0415532	0.04304155	0.1876485
3700	-56.54355	-80.773	24.22945	1.024454	0.0393501	0.0851795	0.0047657	0.203375	0.315699	0.038319	0.210793	0.0208598	0.08566658	0.03537429	0.109074	0.165448	0.193205	0.0311481	0.00322284	0.135521	0.0771296	0.0020063	0.0281774	0.025343	0.0046335	0.0556564	0.00293904	0.145286	0.0212092	0.06712832	5.105306	0.141807	0.483981	1.00394	2.37028	0.0118988	0.579157	0.00691208	0.0961469	0.261227	0.0446574	0.1025026	0.6548938
3800	-45.41517	-79.86646	34.4513	1.859302	0.00499721	0.00295414	0.000894633	0.0359964	0.0227554	0.0582081	0.0199187	0.00214468	0.02166307	0.02504959	0.0154594	0.0244395	0.0165932	0.0694863	0.0226421	0.225171	0.084059	0.00769648	0.0107701	0.0191396	0.133891	0.00425301	0.0108893	0.32195	0.0335606	0.0003329226	44.71783	0.275881	0.639166	1.06603	2.01892	0.0597959	0.426016	0.00581675	0.0929918	0.336876	0.0785043	0.02538251	0.01311622
3900	-50.43581	-80.87895	30.44314	1.014254	0.0433687	0.0120715	0.0499048	0.0021583	0.0314976	0.0660429	0.00873859	0.0481573	0.03257744	0.06698089	0.264376	0.0321678	0.0287369	0.0609903	0.0247396	0.0544467	0.0768139	0.0205753	0.0715695	0.0145761	0.105906	0.0294441	0.0352321	0.123549	0.0568762	0.05863626	14.97351	0.139789	0.480995	1.00232	2.37689	0.0150317	0.426441	0.0272428	0.083498	0.406332	0.0414541	0.1256171	0.4667855
4000	-58.10402	-79.92547	21.82146	4.364113	0.0713464	0.0119607	0.231747	0.0737118	0.0799576	0.00324591	0.00917632	0.216798	0.06839735	0.06163432	0.13091	0.0434624	0.0189603	0.0481561	0.00435541	0.0255584	0.0504094	0.0557087	0.0677076	0.0369548	0.0389692	0.117305	0.0360783	0.276936	0.0485285	0.02710767	15.28402	0.473311	0.786929	1.08419	1.65557	0.028095	0.406584	0.00689998	0.181718	0.333601	0.0431015	0.08874199	0.3054661
4100	-65.37468	-78.60224	13.22756	3.017713	0.648005	0.0314309	0.314957	0.231235	0.298635	0.000686719	0.282	0.769781	0.2703185	0.1267248	0.217477	0.0399589	0.0897634	0.0165138	0.0776671	0.179459	0.00671337	0.00225158	0.0147516	0.155607	0.0120219	0.0319951	0.0104793	0.138914	0.00642665	0.03581748	4.527342	0.390628	0.732504	1.0826	1.79427	0.0395459	0.402085	0.00476375	0.209137	0.289924	0.0545438	0.1625423	0.2203579
4200	-46.33313	-86.35285	40.01972	0.690257	0.0028765	0.0145707	0.00920777	0.0190966	0.0323413	0.000327348	0.00659914	0.00502748	0.01478256	0.05133207	0.0559562	0.00155113	0.00744724	0.106571	0.0987465	0.0110734	0.0163898	0.017072	0.266203	0.133233	0.0153379	0.0474741	0.0437525	0.177413	0.00177945	0.01015872	24.02949	0.0721085	0.358897	0.921204	2.64779	0.0716542	0.435245	0.0236511	0.0556162	0.363976	0.0498575	0.06149079	0.1652072
4300	-73.49051	-91.18748	17.69697	0.2021866	0.128476	0.0194631	0.15655	0.360191	0.0429976	0.660222	0.106388	0.312873	0.2014311	0.05314376	0.154987	0.0758657	0.0311122	0.0153397	0.0356009	0.0631284	0.0294977	0.0117176	0.148023	0.206214	0.0216217	0.0488682	0.0618163	0.0843019	0.0119067	0.01126106	16.18844	0.000572382	0.0350464	0.389341	3.57504	0.0826012	0.525714	0.00654613	0.0177391	0.316737	0.0506627	0.06440482	0.1748481
4400	-55.36905	-86.79867	31.42961	1.188387	0.0737177	0.00994953	0.0382578	0.00759895	0.0133215	0.000869615	0.0640749	0.0140783	0.06213219	0.06137659	0.0647977	0.0640736	0.029565	0.0156437	0.0694425	0.430593	0.0172251	0.0125213	0.0716664	0.061578	0.00171231	0.0461204	0.0683011	0.0339174	0.012843	0.01810128	19.53964	0.172942	0.526877	1.02534	2.27484	0.0203429	0.392286	0.0163507	0.137006	0.383433	0.0505808	0.07947787	0.2277524
4500	-56.8932	-83.1201	26.2269	0.7316384	0.0184613	0.00797786	0.00389463	0.00530679	0.0377692	0.172716	0.097756	0.0698396	0.05804662	-0.02928432	0.0167815	0.0442491	0.228875	0.0674281	0.119202	0.0430534	0.0818132	0.0223383	0.0256934	0.0142865	0.0598558	0.0429888	0.0311495	0.124366	0.0779199	0.1025791	13.29226	0.080955	0.378083	0.936051	2.60491	0.072172	0.426239	0.00279737	0.0871292	0.376732	0.0349307	0.07329479	1.399542
4600	-50.24501	-78.92677	28.68176	0.3405961	0.0127589	0.05479	0.0415694	0.00646318	0.156671	0.0264975	0.0359703	0.0719609	0.05230106	0.1313611	0.197618	0.043073	0.152944	0.0119212	0.0367505	0.0184565	0.0724534	0.000304591	0.172507	0.0321018	0.0335416	0.120768	0.0282568	0.0720585	0.00724545	0.002127525	14.99145	0.00915796	0.136228	0.658086	3.19653	0.0284014	0.439783	0.0111576	0.0666706	0.406284	0.0477029	0.1334887	0.01593787
4700	-47.91382	-85.41934	37.50553	1.370977	0.00998625	0.000507528	0.0146104	0.0498909	0.0078719	0.00823043	0.000718369	0.0271467	0.01944956	0.02010292	0.0241292	0.0523268	0.124499	0.0646362	0.1335	0.0493618	0.0255486	0.00904135	0.0844693	0.0401957	0.176255	0.121486	0.00649029	0.0815856	0.00647478	0.001861346	45.13866	0.204685	0.56557	1.04185	2.18789	0.0824217	0.44855	0.00164786	0.0615258	0.358808	0.0470467	0.02196426	0.08474429
4800	-45.39759	-79.10662	33.70903	1.680032	0.0108475	0.0281278	0.0304648	0.0130814	0.0335145	0.00114336	0.0479195	0.0263796	0.02295934	0.04609559	0.184441	0.116266	0.0412261	0.00142521	0.14915	0.00659357	0.0724207	0.00998484	0.0296937	0.0381501	0.0875214	0.00246385	0.0206781	0.21025	0.0297345	0.1072392	8.69904	0.251842	0.616016	1.05945	2.07269	0.0166459	0.341851	0.0185079	0.16378	0.365418	0.093797	0.1533348	0.6993795
4900	-45.29568	-79.74246	34.44678	0.6300729	0.00965613	0.0349134	0.00264854	0.0397326	0.0152691	0.0234052	0.0754737	0.0371292	0.03357794	0.04171199	0.0371868	0.124769	0.0779893	0.114699	0.0223118	0.0181684	0.081978	0.00135512	0.0986951	0.0470083	0.0600752	0.0707028	0.026541	0.196755	0.0217645	0.02572565	13.77122	0.0593639	0.328581	0.895919	2.71614	0.0295277	0.44867	0.000182238	0.0962933	0.39251	0.0328169	0.06743763	0.3814732
5000	-64.10671	-89.1414	25.03469	1.342754	0.0447565	0.0782703	0.14389	0.0659946	0.0535273	0.22254	0.0146421	0.0373313	0.1288666	-0.009200074	0.140989	0.0194492	0.0312447	0.0200405	0.142971	0.237043	0.0122797	0.0432333	0.00864401	0.0481562	0.0616428	0.0676841	0.0197162	0.0942819	0.052625	0.1621083	2.722247	0.199978	0.560103	1.03968	2.20024	0.0180299	0.458348	0.00692861	0.0865064	0.412684	0.0175037	0.1529082	1.060167
5100	-48.03715	-85.95453	37.91739	1.294867	0.0143213	0.0199555	0.00338811	0.0177389	0.0175422	0.0415736	0.00794045	0.00519897	0.02511404	0.04413621	0.0162044	0.0881622	0.0315544	0.114345	0.192858	0.0137994	0.0554636	0.000156002	0.00159112	0.0394116	0.0192027	0.0866152	0.00284622	0.3009	0.03689	0.007365348	21.23669	0.191825	0.550424	1.0357	2.22205	0.0346856	0.531937	0.0916538	0.049212	0.238561	0.0539509	0.05150156	0.1430121
5200	-49.48531	-83.52827	34.04296	2.078	0.0173509	0.000107821	0.0137891	0.0231674	0.0422114	0.0339838	0.0264877	0.0224978	0.0267269	0.0390963	0.120685	0.0798147	0.00174573	0.202967	0.0851628	0.0590253	0.0131672	0.00489484	0.255523	0.0314325	0.0307767	0.0437225	0.0148446	0.032086	0.0241525	0.004694445	29.09867	0.302411	0.66306	1.07182	1.9627	0.0724136	0.486606	0.00207843	0.114873	0.279593	0.0444362	0.04379075	0.1072018
5300	-58.40315	-81.75407	23.35092	1.780054	0.0199461	0.00894612	0.0204445	0.113782	0.359519	0.112243	0.0150825	0.0317746	0.09409658	0.008479534	0.0485878	0.0513426	0.00555033	0.051498	0.246908	0.0614342	0.0614823	0.00128808	0.176878	0.121519	0.0325066	0.0793795	0.000952075	0.0579421	0.00273158	0.02496127	16.56931	0.265527	0.629383	1.06337	2.04172	0.032842	0.552701	0.00907802	0.100846	0.278535	0.0259976	0.0334408	0.7464315
