"lek","gaps","convg","cost.type","Y.cost.vals.1."
"file5adc16d71d69song.seq_LK2_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc650a3cf5song.seq_LK3_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc54a517f6song.seq_LK4_SongsSeq.fa",24,"N","increasing","1.2_1.5_1.8"
"file5adc657b557bsong.seq_LK5_SongsSeq.fa",20,"Y","increasing","1.2_1.5_1.8"
"file5adc561cd346song.seq_LK6_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc5532798fsong.seq_LK7_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc130af61dsong.seq_LK8_SongsSeq.fa",26,"N","increasing","1.2_1.5_1.8"
"file5adc7ad5bf76song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc16a385f5song.seq_LK10_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc7ec3e38fsong.seq_LK11_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc76d63fa7song.seq_LK1_SongsSeq.fa",38,"Y","increasing","1.2_1.5_1.8"
"file5adc696a441song.seq_LK2_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc6c987474song.seq_LK3_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc16275cc8song.seq_LK4_SongsSeq.fa",37,"N","increasing","1.2_1.5_1.8"
"file5adc165aa8fdsong.seq_LK5_SongsSeq.fa",20,"Y","increasing","1.2_1.5_1.8"
"file5adcfbf552song.seq_LK6_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc674139bcsong.seq_LK7_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc491ae4d1song.seq_LK8_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc4cac526fsong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc6f65c024song.seq_LK10_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc56f6384csong.seq_LK11_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc617a10fcsong.seq_LK1_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc19459374song.seq_LK2_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc77654cc8song.seq_LK3_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc68d06242song.seq_LK4_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc3af224f4song.seq_LK5_SongsSeq.fa",17,"Y","increasing","1.2_1.5_1.8"
"file5adc240e665fsong.seq_LK6_SongsSeq.fa",26,"N","increasing","1.2_1.5_1.8"
"file5adc3d41ebb8song.seq_LK7_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc3e17bab2song.seq_LK8_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc64017d90song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc3edbf1b8song.seq_LK10_SongsSeq.fa",28,"N","increasing","1.2_1.5_1.8"
"file5adc54eed81csong.seq_LK11_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
