"lek","gaps","convg","cost.type","Y.cost.vals.1."
"file5adc1dcb612bsong.seq_LK6_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc408f478dsong.seq_LK7_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc6c6593f4song.seq_LK8_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc67f46adcsong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc5c9b2884song.seq_LK10_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc639205c6song.seq_LK11_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc218c2cbfsong.seq_LK1_SongsSeq.fa",32,"N","increasing","1.2_1.5_1.8"
"file5adc70c7e1f3song.seq_LK2_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc2c35680bsong.seq_LK3_SongsSeq.fa",39,"N","increasing","1.2_1.5_1.8"
"file5adc35fd19casong.seq_LK4_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc73b917b2song.seq_LK5_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc7b37a66fsong.seq_LK6_SongsSeq.fa",22,"Y","increasing","1.2_1.5_1.8"
"file5adc40d43ed5song.seq_LK7_SongsSeq.fa",38,"Y","increasing","1.2_1.5_1.8"
"file5adc73e77afcsong.seq_LK8_SongsSeq.fa",20,"Y","increasing","1.2_1.5_1.8"
"file5adc2b42d343song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc6037c952song.seq_LK10_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc2f0c86d6song.seq_LK11_SongsSeq.fa",20,"N","increasing","1.2_1.5_1.8"
"file5adc91ed197song.seq_LK1_SongsSeq.fa",22,"N","increasing","1.2_1.5_1.8"
"file5adc4bc058bdsong.seq_LK2_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc507e24d8song.seq_LK3_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc4303e391song.seq_LK4_SongsSeq.fa",37,"N","increasing","1.2_1.5_1.8"
"file5adc7d8f392csong.seq_LK5_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adcf264094song.seq_LK6_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc1138e2fcsong.seq_LK7_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc63039cb2song.seq_LK8_SongsSeq.fa",36,"N","increasing","1.2_1.5_1.8"
"file5adc1988da32song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adcb173b3bsong.seq_LK10_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc11deb27dsong.seq_LK11_SongsSeq.fa",27,"N","increasing","1.2_1.5_1.8"
"file5adc189bb222song.seq_LK1_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc7aa87b63song.seq_LK2_SongsSeq.fa",36,"N","increasing","1.2_1.5_1.8"
"file5adc42a8652asong.seq_LK3_SongsSeq.fa",37,"N","increasing","1.2_1.5_1.8"
"file5adc3667134dsong.seq_LK4_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc3b37c2f1song.seq_LK5_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc2f0df91fsong.seq_LK6_SongsSeq.fa",23,"Y","increasing","1.2_1.5_1.8"
"file5adc1e5b7e29song.seq_LK7_SongsSeq.fa",31,"N","increasing","1.2_1.5_1.8"
"file5adc17d2eb75song.seq_LK8_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc129ffee5song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc3fe7aae9song.seq_LK10_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc89acd68song.seq_LK11_SongsSeq.fa",14,"Y","increasing","1.2_1.5_1.8"
"file5adc3ed566f0song.seq_LK1_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc75e4c4b3song.seq_LK2_SongsSeq.fa",39,"N","increasing","1.2_1.5_1.8"
"file5adc7c53e51asong.seq_LK3_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc3a0d0d60song.seq_LK4_SongsSeq.fa",37,"N","increasing","1.2_1.5_1.8"
"file5adc36b90388song.seq_LK5_SongsSeq.fa",30,"N","increasing","1.2_1.5_1.8"
"file5adc703b6016song.seq_LK6_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc654fe0a3song.seq_LK7_SongsSeq.fa",17,"Y","increasing","1.2_1.5_1.8"
"file5adc16f0ccdasong.seq_LK8_SongsSeq.fa",19,"Y","increasing","1.2_1.5_1.8"
"file5adc1f47e6ecsong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc6e6eb23bsong.seq_LK10_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc62b12598song.seq_LK11_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc6fc60bc5song.seq_LK1_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc317295ccsong.seq_LK2_SongsSeq.fa",38,"Y","increasing","1.2_1.5_1.8"
"file5adc60405ec4song.seq_LK3_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
"file5adc7eec4c59song.seq_LK4_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc42ab78c8song.seq_LK5_SongsSeq.fa",32,"N","increasing","1.2_1.5_1.8"
"file5adc4343fb77song.seq_LK6_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc1875268csong.seq_LK7_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc4dc2b403song.seq_LK8_SongsSeq.fa",31,"Y","increasing","1.2_1.5_1.8"
"file5adc5522adf4song.seq_LK9_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc3110d8aesong.seq_LK10_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc486b2f66song.seq_LK11_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc17cb131esong.seq_LK1_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc6777ebfbsong.seq_LK2_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc3a2f257song.seq_LK3_SongsSeq.fa",36,"N","increasing","1.2_1.5_1.8"
"file5adc46d90c3dsong.seq_LK4_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc5d36a25song.seq_LK5_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
"file5adc1b75ddccsong.seq_LK6_SongsSeq.fa",19,"Y","increasing","1.2_1.5_1.8"
"file5adc59790b23song.seq_LK7_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc45bb150esong.seq_LK8_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
"file5adc2410ab34song.seq_LK9_SongsSeq.fa",38,"Y","increasing","1.2_1.5_1.8"
"file5adc184e7213song.seq_LK10_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc3b9fd9c1song.seq_LK11_SongsSeq.fa",21,"Y","increasing","1.2_1.5_1.8"
"file5adc2064904fsong.seq_LK1_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc525b7f73song.seq_LK2_SongsSeq.fa",33,"N","increasing","1.2_1.5_1.8"
"file5adc7258dd4asong.seq_LK3_SongsSeq.fa",31,"N","increasing","1.2_1.5_1.8"
"file5adc109ff065song.seq_LK4_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc37ab6017song.seq_LK5_SongsSeq.fa",29,"N","increasing","1.2_1.5_1.8"
"file5adc949aa24song.seq_LK6_SongsSeq.fa",31,"Y","increasing","1.2_1.5_1.8"
"file5adc2fe7d752song.seq_LK7_SongsSeq.fa",20,"Y","increasing","1.2_1.5_1.8"
"file5adc261a1252song.seq_LK8_SongsSeq.fa",28,"N","increasing","1.2_1.5_1.8"
"file5adc6bfacfbcsong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc1fade317song.seq_LK10_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc578ca81esong.seq_LK11_SongsSeq.fa",21,"N","increasing","1.2_1.5_1.8"
"file5adc4c3b2e81song.seq_LK1_SongsSeq.fa",38,"N","increasing","1.2_1.5_1.8"
"file5adc1e9a2f70song.seq_LK2_SongsSeq.fa",39,"N","increasing","1.2_1.5_1.8"
"file5adc1a3820e6song.seq_LK3_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adcf7f29f8song.seq_LK4_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc370f55fcsong.seq_LK5_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc67fad4e9song.seq_LK6_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc64a1d7ecsong.seq_LK7_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc68202eaasong.seq_LK8_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc3066044fsong.seq_LK9_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc7c6ceb0asong.seq_LK10_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc4f981aa6song.seq_LK11_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc3408f6a7song.seq_LK1_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc4345f748song.seq_LK2_SongsSeq.fa",31,"Y","increasing","1.2_1.5_1.8"
"file5adc556b84cbsong.seq_LK3_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc4f7ed473song.seq_LK4_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc1cbf026bsong.seq_LK5_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc1b2699d9song.seq_LK6_SongsSeq.fa",22,"Y","increasing","1.2_1.5_1.8"
"file5adc738f7fa8song.seq_LK7_SongsSeq.fa",34,"N","increasing","1.2_1.5_1.8"
"file5adc350d747esong.seq_LK8_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc56c6739asong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc13f40ff7song.seq_LK10_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc768f3f2song.seq_LK11_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc491f50e4song.seq_LK1_SongsSeq.fa",39,"N","increasing","1.2_1.5_1.8"
"file5adc2494005csong.seq_LK2_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc3f145409song.seq_LK3_SongsSeq.fa",39,"N","increasing","1.2_1.5_1.8"
"file5adc5268fb09song.seq_LK4_SongsSeq.fa",33,"N","increasing","1.2_1.5_1.8"
"file5adc547bd7aesong.seq_LK5_SongsSeq.fa",19,"N","increasing","1.2_1.5_1.8"
"file5adc652e665bsong.seq_LK6_SongsSeq.fa",17,"Y","increasing","1.2_1.5_1.8"
"file5adc3e63cac5song.seq_LK7_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc7429bac5song.seq_LK8_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc3cbb0e79song.seq_LK9_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adca9ef946song.seq_LK10_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc12c3ea36song.seq_LK11_SongsSeq.fa",17,"Y","increasing","1.2_1.5_1.8"
"file5adc56f32f5fsong.seq_LK1_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc1a1e233esong.seq_LK2_SongsSeq.fa",38,"N","increasing","1.2_1.5_1.8"
"file5adc49d34032song.seq_LK3_SongsSeq.fa",31,"Y","increasing","1.2_1.5_1.8"
"file5adc3eee0448song.seq_LK4_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc7ebffb2asong.seq_LK5_SongsSeq.fa",37,"N","increasing","1.2_1.5_1.8"
"file5adc31f36eddsong.seq_LK6_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
"file5adc6f540897song.seq_LK7_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc7b2ce635song.seq_LK8_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc18b8983song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc235cff3esong.seq_LK10_SongsSeq.fa",30,"N","increasing","1.2_1.5_1.8"
"file5adc3e72dd7dsong.seq_LK11_SongsSeq.fa",20,"Y","increasing","1.2_1.5_1.8"
"file5adc56f70e4esong.seq_LK1_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc72dbd3b2song.seq_LK2_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc5b31dfe8song.seq_LK3_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc721da827song.seq_LK4_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc666b535asong.seq_LK5_SongsSeq.fa",19,"Y","increasing","1.2_1.5_1.8"
"file5adc103f5466song.seq_LK6_SongsSeq.fa",15,"Y","increasing","1.2_1.5_1.8"
"file5adc48e41bc1song.seq_LK7_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
"file5adc7a5f6351song.seq_LK8_SongsSeq.fa",36,"N","increasing","1.2_1.5_1.8"
"file5adc17a84858song.seq_LK9_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc12036ca6song.seq_LK10_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc1ef363adsong.seq_LK11_SongsSeq.fa",30,"N","increasing","1.2_1.5_1.8"
"file5adc56bc9c61song.seq_LK1_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc646c67afsong.seq_LK2_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc736f3b5csong.seq_LK3_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc3beb02bcsong.seq_LK4_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc22d03274song.seq_LK5_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc6798f621song.seq_LK6_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc78a61135song.seq_LK7_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc2d6f2bbbsong.seq_LK8_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc7a5ce057song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc4f994094song.seq_LK10_SongsSeq.fa",28,"N","increasing","1.2_1.5_1.8"
"file5adc478d4ef9song.seq_LK11_SongsSeq.fa",19,"Y","increasing","1.2_1.5_1.8"
"file5adc4430208asong.seq_LK1_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adce8744dcsong.seq_LK2_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc464d4a24song.seq_LK3_SongsSeq.fa",31,"N","increasing","1.2_1.5_1.8"
"file5adc76238f67song.seq_LK4_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc7ddb4d74song.seq_LK5_SongsSeq.fa",21,"Y","increasing","1.2_1.5_1.8"
"file5adc417a3059song.seq_LK6_SongsSeq.fa",25,"N","increasing","1.2_1.5_1.8"
"file5adc77af18easong.seq_LK7_SongsSeq.fa",35,"N","increasing","1.2_1.5_1.8"
"file5adc21384cb2song.seq_LK8_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc7fed0dd6song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc4ea62738song.seq_LK10_SongsSeq.fa",31,"Y","increasing","1.2_1.5_1.8"
"file5adc14142064song.seq_LK11_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc5b1eedbesong.seq_LK1_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc40c3cf5fsong.seq_LK2_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc7a7f73besong.seq_LK3_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc6b5e4224song.seq_LK4_SongsSeq.fa",28,"N","increasing","1.2_1.5_1.8"
"file5adc9a7eb20song.seq_LK5_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc74ded70fsong.seq_LK6_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc3068a7dsong.seq_LK7_SongsSeq.fa",33,"N","increasing","1.2_1.5_1.8"
"file5adc1bab57c6song.seq_LK8_SongsSeq.fa",16,"Y","increasing","1.2_1.5_1.8"
"file5adc13d23abdsong.seq_LK9_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc59c326desong.seq_LK10_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc17bf75song.seq_LK11_SongsSeq.fa",21,"Y","increasing","1.2_1.5_1.8"
"file5adc7417619song.seq_LK1_SongsSeq.fa",22,"Y","increasing","1.2_1.5_1.8"
"file5adc15ae299bsong.seq_LK2_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc22e7f1easong.seq_LK3_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc6eda6c3asong.seq_LK4_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adce543ad0song.seq_LK5_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc50571da5song.seq_LK6_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc69374c92song.seq_LK7_SongsSeq.fa",25,"N","increasing","1.2_1.5_1.8"
"file5adc5ded7b65song.seq_LK8_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc17e46c9esong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc2d676d1csong.seq_LK10_SongsSeq.fa",23,"N","increasing","1.2_1.5_1.8"
"file5adc6c74c041song.seq_LK11_SongsSeq.fa",13,"Y","increasing","1.2_1.5_1.8"
"file5adc5e31b6c2song.seq_LK1_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc238afc83song.seq_LK2_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc6a500db5song.seq_LK3_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc1fabe71bsong.seq_LK4_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc1b3a156dsong.seq_LK5_SongsSeq.fa",23,"Y","increasing","1.2_1.5_1.8"
"file5adcb885a68song.seq_LK6_SongsSeq.fa",13,"N","increasing","1.2_1.5_1.8"
"file5adc1f98f4f1song.seq_LK7_SongsSeq.fa",38,"Y","increasing","1.2_1.5_1.8"
"file5adc69e03ca5song.seq_LK8_SongsSeq.fa",35,"N","increasing","1.2_1.5_1.8"
"file5adc1f9c7accsong.seq_LK9_SongsSeq.fa",38,"Y","increasing","1.2_1.5_1.8"
"file5adc7ab7e2afsong.seq_LK10_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc2aa40c04song.seq_LK11_SongsSeq.fa",16,"Y","increasing","1.2_1.5_1.8"
"file5adc1a1bee8bsong.seq_LK1_SongsSeq.fa",18,"Y","increasing","1.2_1.5_1.8"
"file5adc661624d4song.seq_LK2_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc344bf724song.seq_LK3_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adcefac59asong.seq_LK4_SongsSeq.fa",34,"Y","increasing","1.2_1.5_1.8"
"file5adc691caf51song.seq_LK5_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc4ff74eebsong.seq_LK6_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc22cd0057song.seq_LK7_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc42dfd62fsong.seq_LK8_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc500f0e60song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc2a0e7670song.seq_LK10_SongsSeq.fa",29,"N","increasing","1.2_1.5_1.8"
"file5adc588dffcasong.seq_LK11_SongsSeq.fa",22,"Y","increasing","1.2_1.5_1.8"
"file5adc72f7004asong.seq_LK1_SongsSeq.fa",30,"N","increasing","1.2_1.5_1.8"
"file5adc18e8e2absong.seq_LK2_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc66e23a9bsong.seq_LK3_SongsSeq.fa",35,"N","increasing","1.2_1.5_1.8"
"file5adc434e1defsong.seq_LK4_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc2202f3dsong.seq_LK5_SongsSeq.fa",19,"N","increasing","1.2_1.5_1.8"
"file5adc44cfb600song.seq_LK6_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc5b328a8esong.seq_LK7_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc2f879c59song.seq_LK8_SongsSeq.fa",32,"N","increasing","1.2_1.5_1.8"
"file5adc31447641song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc39644150song.seq_LK10_SongsSeq.fa",39,"Y","increasing","1.2_1.5_1.8"
"file5adc531298dcsong.seq_LK11_SongsSeq.fa",24,"N","increasing","1.2_1.5_1.8"
"file5adc1b9483f7song.seq_LK1_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc5910286csong.seq_LK2_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc6e4cae49song.seq_LK3_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc271cde5fsong.seq_LK4_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc78a91d5dsong.seq_LK5_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc582ceaeesong.seq_LK6_SongsSeq.fa",18,"Y","increasing","1.2_1.5_1.8"
"file5adc46b9592bsong.seq_LK7_SongsSeq.fa",27,"Y","increasing","1.2_1.5_1.8"
"file5adc7361000dsong.seq_LK8_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc2d0f6f2song.seq_LK9_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc60d547b6song.seq_LK10_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc597724e1song.seq_LK11_SongsSeq.fa",22,"Y","increasing","1.2_1.5_1.8"
"file5adc371cee16song.seq_LK1_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc6fd00d51song.seq_LK2_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc4293d432song.seq_LK3_SongsSeq.fa",34,"N","increasing","1.2_1.5_1.8"
"file5adc7143d01song.seq_LK4_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc129d0da8song.seq_LK5_SongsSeq.fa",29,"N","increasing","1.2_1.5_1.8"
"file5adc573aa61song.seq_LK6_SongsSeq.fa",25,"Y","increasing","1.2_1.5_1.8"
"file5adc57234b62song.seq_LK7_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc3cab8419song.seq_LK8_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc5e01aa2csong.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc4a1a4bacsong.seq_LK10_SongsSeq.fa",37,"Y","increasing","1.2_1.5_1.8"
"file5adc559466c4song.seq_LK11_SongsSeq.fa",21,"Y","increasing","1.2_1.5_1.8"
"file5adc44e3e4c7song.seq_LK1_SongsSeq.fa",35,"N","increasing","1.2_1.5_1.8"
"file5adcd68699csong.seq_LK2_SongsSeq.fa",32,"N","increasing","1.2_1.5_1.8"
"file5adc57b49601song.seq_LK3_SongsSeq.fa",28,"N","increasing","1.2_1.5_1.8"
"file5adc9b39ac7song.seq_LK4_SongsSeq.fa",24,"Y","increasing","1.2_1.5_1.8"
"file5adc689af42asong.seq_LK5_SongsSeq.fa",30,"Y","increasing","1.2_1.5_1.8"
"file5adc73c325asong.seq_LK6_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc3af81108song.seq_LK7_SongsSeq.fa",37,"N","increasing","1.2_1.5_1.8"
"file5adc21ff357asong.seq_LK8_SongsSeq.fa",21,"Y","increasing","1.2_1.5_1.8"
"file5adc5a4ecb36song.seq_LK9_SongsSeq.fa",40,"N","increasing","1.2_1.5_1.8"
"file5adc568c94ffsong.seq_LK10_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc7b0f5de6song.seq_LK11_SongsSeq.fa",17,"Y","increasing","1.2_1.5_1.8"
"file5adc489b797fsong.seq_LK1_SongsSeq.fa",23,"Y","increasing","1.2_1.5_1.8"
"file5adc7da9735esong.seq_LK2_SongsSeq.fa",33,"Y","increasing","1.2_1.5_1.8"
"file5adc73b87b44song.seq_LK3_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc20c8646dsong.seq_LK4_SongsSeq.fa",29,"Y","increasing","1.2_1.5_1.8"
"file5adc4462cc8asong.seq_LK5_SongsSeq.fa",28,"Y","increasing","1.2_1.5_1.8"
"file5adc67197b51song.seq_LK6_SongsSeq.fa",23,"Y","increasing","1.2_1.5_1.8"
"file5adc23995b5fsong.seq_LK7_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc25381440song.seq_LK8_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc4090a032song.seq_LK9_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc5ab64975song.seq_LK10_SongsSeq.fa",23,"Y","increasing","1.2_1.5_1.8"
"file5adc15082191song.seq_LK11_SongsSeq.fa",9,"Y","increasing","1.2_1.5_1.8"
"file5adc3247464song.seq_LK1_SongsSeq.fa",32,"Y","increasing","1.2_1.5_1.8"
"file5adc61ca8677song.seq_LK2_SongsSeq.fa",34,"N","increasing","1.2_1.5_1.8"
"file5adc27a52f3asong.seq_LK3_SongsSeq.fa",40,"Y","increasing","1.2_1.5_1.8"
"file5adc8981ec5song.seq_LK4_SongsSeq.fa",36,"Y","increasing","1.2_1.5_1.8"
"file5adc38edd1d9song.seq_LK5_SongsSeq.fa",22,"Y","increasing","1.2_1.5_1.8"
"file5adc6450b353song.seq_LK6_SongsSeq.fa",26,"Y","increasing","1.2_1.5_1.8"
"file5adc6699c8f1song.seq_LK7_SongsSeq.fa",35,"Y","increasing","1.2_1.5_1.8"
"file5adc3081d85song.seq_LK8_SongsSeq.fa",29,"N","increasing","1.2_1.5_1.8"
